place_id,name,adm0name,latitude_deg,longitude_deg,population,rank_max,source
_Tokyo,Tokyo,Japan,35.686963,139.749462,35676000.0,14,natural_earth_populated_places
_New York,New York,United States of America,40.721562,-73.995718,19040000.0,14,natural_earth_populated_places
_Mexico City,Mexico City,Mexico,19.444388,-99.132934,19028000.0,14,natural_earth_populated_places
_Mumbai,Mumbai,India,19.068408,72.875839,18978000.0,14,natural_earth_populated_places
_São Paulo,São Paulo,Brazil,-23.556734,-46.626966,18845000.0,14,natural_earth_populated_places
_Delhi,Delhi,India,28.671939,77.228058,15926000.0,14,natural_earth_populated_places
_Shanghai,Shanghai,China,31.218398,121.434559,14987000.0,14,natural_earth_populated_places
_Kolkata,Kolkata,India,22.569579,88.369126,14787000.0,14,natural_earth_populated_places
_Dhaka,Dhaka,Bangladesh,23.725006,90.406634,12797394.0,14,natural_earth_populated_places
_Buenos Aires,Buenos Aires,Argentina,-34.610715,-58.432513,12795000.0,14,natural_earth_populated_places
_Los Angeles,Los Angeles,United States of America,34.049219,-118.231986,12500000.0,14,natural_earth_populated_places
_Karachi,Karachi,Pakistan,24.871938,66.988063,12130000.0,14,natural_earth_populated_places
_Cairo,Cairo,Egypt,30.051906,31.248022,11893000.0,14,natural_earth_populated_places
_Rio de Janeiro,Rio de Janeiro,Brazil,-22.907308,-43.212117,11748000.0,14,natural_earth_populated_places
_Ōsaka,Ōsaka,Japan,34.691095,135.503754,11294000.0,14,natural_earth_populated_places
_Beijing,Beijing,China,39.90172,116.394201,11106000.0,14,natural_earth_populated_places
_Manila,Manila,Philippines,14.606105,120.980271,11100000.0,14,natural_earth_populated_places
_Moscow,Moscow,Russia,55.75411,37.613577,10452000.0,14,natural_earth_populated_places
_Istanbul,Istanbul,Turkey,41.017602,28.974277,10061000.0,14,natural_earth_populated_places
_Paris,Paris,France,48.858092,2.352992,9904000.0,13,natural_earth_populated_places
_Seoul,Seoul,South Korea,37.568295,126.997785,9796000.0,13,natural_earth_populated_places
_Lagos,Lagos,Nigeria,6.445208,3.389585,9466000.0,13,natural_earth_populated_places
_Jakarta,Jakarta,Indonesia,-6.172472,106.827492,9125000.0,13,natural_earth_populated_places
_Chicago,Chicago,United States of America,41.847961,-87.635237,8990000.0,13,natural_earth_populated_places
_Guangzhou,Guangzhou,China,23.124723,113.261785,8829000.0,13,natural_earth_populated_places
_London,London,United Kingdom,51.501941,-0.118668,8567000.0,13,natural_earth_populated_places
_Lima,Lima,Peru,-12.046067,-77.052008,8012000.0,13,natural_earth_populated_places
_Tehran,Tehran,Iran,35.673889,51.422398,7873000.0,13,natural_earth_populated_places
_Kinshasa,Kinshasa,Congo (Kinshasa),-4.327778,15.313026,7843000.0,13,natural_earth_populated_places
_Bogota,Bogota,Colombia,4.598369,-74.08529,7772000.0,13,natural_earth_populated_places
_Shenzhen,Shenzhen,China,22.548097,114.061154,7581000.0,13,natural_earth_populated_places
_Wuhan,Wuhan,China,30.581977,114.268071,7243000.0,13,natural_earth_populated_places
_Hong Kong,Hong Kong,Hong Kong S.A.R.,22.306927,114.183064,7206000.0,13,natural_earth_populated_places
_Tianjin,Tianjin,China,39.082772,117.196607,7180000.0,13,natural_earth_populated_places
_Chennai,Chennai,India,13.091934,80.278053,7163000.0,13,natural_earth_populated_places
_Taipei,Taipei,Taiwan,25.035833,121.568333,6900273.0,13,natural_earth_populated_places
_Bengaluru,Bengaluru,India,12.971941,77.558064,6787000.0,13,natural_earth_populated_places
_Bangkok,Bangkok,Thailand,13.751945,100.514699,6704000.0,13,natural_earth_populated_places
_Lahore,Lahore,Pakistan,31.561917,74.348079,6577000.0,13,natural_earth_populated_places
_Chongqing,Chongqing,China,29.566923,106.593036,6461000.0,13,natural_earth_populated_places
_Hyderabad,Hyderabad,India,17.401929,78.478008,6376000.0,13,natural_earth_populated_places
_Amaravati,Amaravati,India,16.533658,80.52432,5800000.0,13,natural_earth_populated_places
_Santiago,Santiago,Chile,-33.440205,-70.650504,5720000.0,13,natural_earth_populated_places
_Miami,Miami,United States of America,25.789557,-80.226052,5585000.0,13,natural_earth_populated_places
_Belo Horizonte,Belo Horizonte,Brazil,-19.91308,-43.91695,5575000.0,13,natural_earth_populated_places
_Madrid,Madrid,Spain,40.401972,-3.685297,5567000.0,13,natural_earth_populated_places
_Philadelphia,Philadelphia,United States of America,39.945942,-75.179841,5492000.0,13,natural_earth_populated_places
_Ahmedabad,Ahmedabad,India,23.031999,72.578058,5375000.0,13,natural_earth_populated_places
_Ho Chi Minh City,Ho Chi Minh City,Vietnam,10.762125,106.702985,5314000.0,13,natural_earth_populated_places
_Toronto,Toronto,Canada,43.664645,-79.389459,5213000.0,13,natural_earth_populated_places
_Singapore,Singapore,Singapore,1.294979,103.853875,5183700.0,13,natural_earth_populated_places
_Luanda,Luanda,Angola,-8.83634,13.232481,5172900.0,13,natural_earth_populated_places
_Baghdad,Baghdad,Iraq,33.340594,44.391923,5054000.0,13,natural_earth_populated_places
_Barcelona,Barcelona,Spain,41.385245,2.181424,4920000.0,12,natural_earth_populated_places
_Haora,Haora,India,22.584698,88.318516,4841638.0,12,natural_earth_populated_places
_Dallas,Dallas,United States of America,32.771958,-96.794687,4798000.0,12,natural_earth_populated_places
_Shenyeng,Shenyeng,China,41.806925,123.448028,4787000.0,12,natural_earth_populated_places
_Khartoum,Khartoum,Sudan,15.590024,32.532233,4754000.0,12,natural_earth_populated_places
_Pune,Pune,India,18.516394,73.851892,4672000.0,12,natural_earth_populated_places
_Sydney,Sydney,Australia,-33.871373,151.212548,4630000.0,12,natural_earth_populated_places
_St.  Petersburg,St.  Petersburg,Russia,59.94096,30.314074,4553000.0,12,natural_earth_populated_places
_Chattogram,Chattogram,Bangladesh,22.331938,91.798022,4529000.0,12,natural_earth_populated_places
_Dongguan,Dongguan,China,23.021537,113.750474,4528000.0,12,natural_earth_populated_places
_Atlanta,Atlanta,United States of America,33.739457,-84.367642,4506000.0,12,natural_earth_populated_places
_Boston,Boston,United States of America,42.331906,-71.07196,4467000.0,12,natural_earth_populated_places
_Riyadh,Riyadh,Saudi Arabia,24.634497,46.720487,4465000.0,12,natural_earth_populated_places
_Houston,Houston,United States of America,29.741273,-95.348436,4459000.0,12,natural_earth_populated_places
_Hanoi,Hanoi,Vietnam,21.035273,105.848068,4378000.0,12,natural_earth_populated_places
"_Washington,  D.C.","Washington,  D.C.",United States of America,38.901495,-77.011364,4338000.0,12,natural_earth_populated_places
_Guadalajara,Guadalajara,Mexico,20.671962,-103.33198,4198000.0,12,natural_earth_populated_places
_Melbourne,Melbourne,Australia,-37.818086,144.97307,4170000.0,12,natural_earth_populated_places
_Alexandria,Alexandria,Egypt,31.201965,29.94805,4165000.0,12,natural_earth_populated_places
_Chengdu,Chengdu,China,30.671946,104.068074,4123000.0,12,natural_earth_populated_places
_Detroit,Detroit,United States of America,42.333558,-83.051334,4101000.0,12,natural_earth_populated_places
_Yangon,Yangon,Myanmar,16.7853,96.164732,4088000.0,12,natural_earth_populated_places
_Xian,Xian,China,34.276971,108.89305,4009000.0,12,natural_earth_populated_places
_Porto Alegre,Porto Alegre,Brazil,-30.048069,-51.201958,3917000.0,12,natural_earth_populated_places
_New Taipei,New Taipei,Taiwan,25.012778,121.465,3893740.0,12,natural_earth_populated_places
_Surat,Surat,India,21.20193,72.838094,3842000.0,12,natural_earth_populated_places
_Hechi,Hechi,China,24.695252,108.083,3830000.0,12,natural_earth_populated_places
_Abidjan,Abidjan,Ivory Coast,5.323126,-4.020207,3802000.0,12,natural_earth_populated_places
_Brasília,Brasília,Brazil,-15.781394,-47.917998,3716996.0,12,natural_earth_populated_places
_Ankara,Ankara,Turkey,39.929184,32.862446,3716000.0,12,natural_earth_populated_places
_Monterrey,Monterrey,Mexico,25.671941,-100.331931,3712000.0,12,natural_earth_populated_places
_Yokohama,Yokohama,Japan,35.430656,139.602021,3697894.0,12,natural_earth_populated_places
_Nanjing,Nanjing,China,32.051965,118.778029,3679000.0,12,natural_earth_populated_places
_Montréal,Montréal,Canada,45.501945,-73.585243,3678000.0,12,natural_earth_populated_places
_Guiyang,Guiyang,China,26.581989,106.718093,3662000.0,12,natural_earth_populated_places
_Recife,Recife,Brazil,-8.060532,-34.908766,3651000.0,12,natural_earth_populated_places
_Harbin,Harbin,China,45.75193,126.648039,3621000.0,12,natural_earth_populated_places
_Fortaleza,Fortaleza,Brazil,-3.748072,-38.581927,3602319.0,12,natural_earth_populated_places
_Ürümqi,Ürümqi,China,43.806958,87.57306,3575000.0,12,natural_earth_populated_places
_Phoenix,Phoenix,United States of America,33.448322,-112.067365,3551000.0,12,natural_earth_populated_places
_Zhangzhou,Zhangzhou,China,24.520375,117.670016,3531147.0,12,natural_earth_populated_places
_Salvador,Salvador,Brazil,-12.968026,-38.481933,3484000.0,12,natural_earth_populated_places
_Busan,Busan,South Korea,35.096999,129.008102,3480000.0,12,natural_earth_populated_places
_San Francisco,San Francisco,United States of America,37.784263,-122.3996,3450000.0,12,natural_earth_populated_places
_Johannesburg,Johannesburg,South Africa,-26.168099,28.028064,3435000.0,12,natural_earth_populated_places
_Berlin,Berlin,Germany,52.523764,13.399603,3406000.0,12,natural_earth_populated_places
_Algiers,Algiers,Algeria,36.765011,3.048607,3354000.0,12,natural_earth_populated_places
_Rome,Rome,Italy,41.897902,12.481313,3339000.0,12,natural_earth_populated_places
_Pyongyang,Pyongyang,North Korea,39.021385,125.752745,3300000.0,12,natural_earth_populated_places
_Medellín,Medellín,Colombia,6.276949,-75.576956,3297000.0,12,natural_earth_populated_places
_Kabul,Kabul,Afghanistan,34.518636,69.181314,3277000.0,12,natural_earth_populated_places
_Athens,Athens,Greece,37.985272,23.731375,3242000.0,12,natural_earth_populated_places
_Nagoya,Nagoya,Japan,35.156943,136.913046,3230000.0,12,natural_earth_populated_places
_Cape Town,Cape Town,South Africa,-33.918065,18.433042,3215000.0,12,natural_earth_populated_places
_Changchun,Changchun,China,43.866954,125.338042,3183000.0,12,natural_earth_populated_places
_Casablanca,Casablanca,Morocco,33.601922,-7.618313,3181000.0,12,natural_earth_populated_places
_Dalian,Dalian,China,38.924784,121.627885,3167000.0,12,natural_earth_populated_places
_Kanpur,Kanpur,India,26.461945,80.31805,3162000.0,12,natural_earth_populated_places
_Kano,Kano,Nigeria,12.001923,8.518092,3140000.0,12,natural_earth_populated_places
_Tel Aviv,Tel Aviv,Israel,32.081937,34.768066,3112000.0,12,natural_earth_populated_places
_Addis Ababa,Addis Ababa,Ethiopia,9.035256,38.698059,3100000.0,12,natural_earth_populated_places
_Curitiba,Curitiba,Brazil,-25.418067,-49.321944,3084000.0,12,natural_earth_populated_places
_Seattle,Seattle,United States of America,47.600423,-122.315322,3074000.0,12,natural_earth_populated_places
_Zibo,Zibo,China,36.821365,117.99646,3061000.0,12,natural_earth_populated_places
_Jeddah,Jeddah,Saudi Arabia,21.518835,39.217252,3012000.0,12,natural_earth_populated_places
_Irvine,Irvine,United States of America,33.680411,-117.82995,3010232.0,12,natural_earth_populated_places
_Nairobi,Nairobi,Kenya,-1.281401,36.814711,3010000.0,12,natural_earth_populated_places
_Hangzhou,Hangzhou,China,30.25192,120.168073,3007000.0,12,natural_earth_populated_places
_Benoni,Benoni,South Africa,-26.147635,28.327994,2986000.0,12,natural_earth_populated_places
_Caracas,Caracas,Venezuela,10.502944,-66.918983,2985000.0,12,natural_earth_populated_places
_Milan,Milan,Italy,45.471921,9.203063,2945000.0,12,natural_earth_populated_places
_Stuttgart,Stuttgart,Germany,48.77998,9.199996,2944700.0,12,natural_earth_populated_places
_Kunming,Kunming,China,25.042859,102.69744,2931000.0,12,natural_earth_populated_places
_Dar es Salaam,Dar es Salaam,Tanzania,-6.798067,39.266396,2930000.0,12,natural_earth_populated_places
_Jaipur,Jaipur,India,26.923079,75.808042,2917000.0,12,natural_earth_populated_places
_San Diego,San Diego,United States of America,32.718914,-117.150881,2916000.0,12,natural_earth_populated_places
_Taiyuan,Taiyuan,China,37.876958,112.543112,2913000.0,12,natural_earth_populated_places
_Frankfurt,Frankfurt,Germany,50.099977,8.675015,2895000.0,12,natural_earth_populated_places
_Qingdao,Qingdao,China,36.091925,120.328063,2866000.0,12,natural_earth_populated_places
_Surabaya,Surabaya,Indonesia,-7.24729,112.748887,2845000.0,12,natural_earth_populated_places
_Lisbon,Lisbon,Portugal,38.724669,-9.146812,2812000.0,12,natural_earth_populated_places
_Jinan,Jinan,China,36.676928,116.993073,2798000.0,12,natural_earth_populated_places
_Fukuoka,Fukuoka,Japan,33.596961,130.408068,2792000.0,12,natural_earth_populated_places
_Campinas,Campinas,Brazil,-22.907898,-47.055885,2791000.0,12,natural_earth_populated_places
_Kaohsiung,Kaohsiung,Taiwan,22.633307,120.266602,2769072.0,12,natural_earth_populated_places
_Quezon City,Quezon City,Philippines,14.650435,121.029966,2761720.0,12,natural_earth_populated_places
_Katowice,Katowice,Poland,50.26038,19.020017,2746000.0,12,natural_earth_populated_places
_Aleppo,Aleppo,Syria,36.231917,37.168074,2738000.0,12,natural_earth_populated_places
_Durban,Durban,South Africa,-29.860662,31.010944,2729000.0,12,natural_earth_populated_places
_Kyiv,Kyiv,Ukraine,50.435313,30.514682,2709000.0,12,natural_earth_populated_places
_Lucknow,Lucknow,India,26.856985,80.913053,2695000.0,12,natural_earth_populated_places
_Giza,Giza,Egypt,30.009989,31.190024,2681863.0,12,natural_earth_populated_places
_Zhengzhou,Zhengzhou,China,34.756942,113.663147,2636000.0,12,natural_earth_populated_places
_Taichung,Taichung,Taiwan,24.152078,120.681667,2629323.0,12,natural_earth_populated_places
_Ibadan,Ibadan,Nigeria,7.381972,3.928036,2628000.0,12,natural_earth_populated_places
_Faisalabad,Faisalabad,Pakistan,31.411927,73.108051,2617000.0,12,natural_earth_populated_places
_Minneapolis,Minneapolis,United States of America,44.981925,-93.253732,2616000.0,12,natural_earth_populated_places
_Fuzhou,Fuzhou,China,26.081942,119.2981,2606000.0,12,natural_earth_populated_places
_Changsha,Changsha,China,28.201916,112.968047,2604000.0,12,natural_earth_populated_places
_Dakar,Dakar,Senegal,14.717778,-17.475076,2604000.0,12,natural_earth_populated_places
_İzmir,İzmir,Turkey,38.438096,27.149848,2587000.0,12,natural_earth_populated_places
_Xiangtan,Xiangtan,China,27.850431,112.900023,2586948.0,12,natural_earth_populated_places
_Lanzhou,Lanzhou,China,36.057974,103.790054,2561000.0,12,natural_earth_populated_places
_Incheon,Incheon,South Korea,37.478094,126.640288,2550000.0,12,natural_earth_populated_places
_Sapporo,Sapporo,Japan,43.076925,141.338099,2544000.0,12,natural_earth_populated_places
_Xiamen,Xiamen,China,24.451938,118.078071,2519000.0,12,natural_earth_populated_places
_Guayaquil,Guayaquil,Ecuador,-2.218088,-79.921988,2514000.0,12,natural_earth_populated_places
_George Town,George Town,Malaysia,5.413613,100.329368,2500000.0,12,natural_earth_populated_places
_San Juan,San Juan,Puerto Rico,18.440023,-66.129979,2478905.0,12,natural_earth_populated_places
_Mashhad,Mashhad,Iran,36.271966,59.568051,2469000.0,12,natural_earth_populated_places
_Damascus,Damascus,Syria,33.50198,36.29805,2466000.0,12,natural_earth_populated_places
_Daegu,Daegu,South Korea,35.868735,128.605026,2460000.0,12,natural_earth_populated_places
_Nagpur,Nagpur,India,21.171906,79.088048,2454000.0,12,natural_earth_populated_places
_Jinxi,Jinxi,China,40.752287,120.828033,2426000.0,12,natural_earth_populated_places
_Shijiazhuang,Shijiazhuang,China,38.05196,114.478032,2417000.0,12,natural_earth_populated_places
_Tunis,Tunis,Tunisia,36.802778,10.179678,2412500.0,12,natural_earth_populated_places
_Vienna,Vienna,Austria,48.201961,16.364693,2400000.0,12,natural_earth_populated_places
_Jilin,Jilin,China,43.851917,126.548097,2396000.0,12,natural_earth_populated_places
_Omdurman,Omdurman,Sudan,15.616681,32.480022,2395159.0,12,natural_earth_populated_places
_Bandung,Bandung,Indonesia,-6.948083,107.568067,2394000.0,12,natural_earth_populated_places
_Bekasi,Bekasi,Indonesia,-6.217257,106.972323,2378211.0,12,natural_earth_populated_places
_Mannheim,Mannheim,Germany,49.500375,8.470015,2362000.0,12,natural_earth_populated_places
_Wenzhou,Wenzhou,China,28.021927,120.648147,2350000.0,12,natural_earth_populated_places
_Nanchang,Nanchang,China,28.681938,115.87805,2350000.0,12,natural_earth_populated_places
_Tampa,Tampa,United States of America,27.948934,-82.460567,2314000.0,12,natural_earth_populated_places
_Vancouver,Vancouver,Canada,49.275362,-123.12359,2313328.0,12,natural_earth_populated_places
_Denver,Denver,United States of America,39.741134,-104.985962,2313000.0,12,natural_earth_populated_places
_Birmingham,Birmingham,United Kingdom,52.47692,-1.921943,2285000.0,12,natural_earth_populated_places
_Baltimore,Baltimore,United States of America,39.281516,-76.614582,2255000.0,12,natural_earth_populated_places
_Cali,Cali,Colombia,3.401905,-76.501912,2254000.0,12,natural_earth_populated_places
_Sendai,Sendai,Japan,38.268441,140.869667,2250000.0,12,natural_earth_populated_places
_Naples,Naples,Italy,40.841971,14.243066,2250000.0,12,natural_earth_populated_places
_Manchester,Manchester,United Kingdom,53.47532,-2.248685,2230000.0,12,natural_earth_populated_places
_St. Louis,St. Louis,United States of America,38.636964,-90.241926,2199000.0,12,natural_earth_populated_places
_Puebla,Puebla,Mexico,19.032594,-98.203737,2195000.0,12,natural_earth_populated_places
_Tripoli,Tripoli,Libya,32.8925,13.180012,2189000.0,12,natural_earth_populated_places
_Tashkent,Tashkent,Uzbekistan,41.303828,69.268823,2184000.0,12,natural_earth_populated_places
_Nanchong,Nanchong,China,30.782378,106.128051,2174000.0,12,natural_earth_populated_places
_Havana,Havana,Cuba,23.133905,-82.366128,2174000.0,12,natural_earth_populated_places
_Nanning,Nanning,China,22.821934,108.318099,2167000.0,12,natural_earth_populated_places
_Belém,Belém,Brazil,-1.448057,-48.481969,2167000.0,12,natural_earth_populated_places
_Patna,Patna,India,25.626905,85.128093,2158000.0,12,natural_earth_populated_places
_Santo Domingo,Santo Domingo,Dominican Republic,18.470745,-69.929742,2154000.0,12,natural_earth_populated_places
_Zaozhuang,Zaozhuang,China,34.881947,117.568077,2145000.0,12,natural_earth_populated_places
_Baku,Baku,Azerbaijan,40.397218,49.860271,2122300.0,12,natural_earth_populated_places
_Accra,Accra,Ghana,5.55198,-0.218662,2121000.0,12,natural_earth_populated_places
_Yantai,Yantai,China,37.532354,121.398075,2116000.0,12,natural_earth_populated_places
_Medan,Medan,Indonesia,3.58192,98.648094,2115000.0,12,natural_earth_populated_places
_Santa Cruz,Santa Cruz,Bolivia,-17.751972,-63.227942,2102998.0,12,natural_earth_populated_places
_Xuzhou,Xuzhou,China,34.281958,117.178074,2091000.0,12,natural_earth_populated_places
_Linyi,Linyi,China,35.081935,118.32803,2082000.0,12,natural_earth_populated_places
_Maracaibo,Maracaibo,Venezuela,10.731923,-71.661924,2072000.0,12,natural_earth_populated_places
_Kuwait City,Kuwait City,Kuwait,29.371664,47.976355,2063000.0,12,natural_earth_populated_places
_Dammam,Dammam,Saudi Arabia,26.430138,50.097724,2054710.0,12,natural_earth_populated_places
_Haikou,Haikou,China,20.050002,110.320026,2046189.0,12,natural_earth_populated_places
_Hiroshima,Hiroshima,Japan,34.389781,132.440967,2045000.0,12,natural_earth_populated_places
_Fort Lauderdale,Fort Lauderdale,United States of America,26.136065,-80.141785,2042042.0,12,natural_earth_populated_places
_Long Beach,Long Beach,United States of America,33.777018,-118.200337,2036134.0,12,natural_earth_populated_places
_Baotou,Baotou,China,40.654153,109.820074,2036000.0,12,natural_earth_populated_places
_Hefei,Hefei,China,31.851977,117.278068,2035000.0,12,natural_earth_populated_places
_Indore,Indore,India,22.717005,75.863077,2026000.0,12,natural_earth_populated_places
_Goiânia,Goiânia,Brazil,-16.718081,-49.301971,2022000.0,12,natural_earth_populated_places
_Sanaa,Sanaa,Yemen,15.356679,44.204648,2008000.0,12,natural_earth_populated_places
_Port-au-Prince,Port-au-Prince,Haiti,18.54297,-72.33798,1998000.0,12,natural_earth_populated_places
_Haiphong,Haiphong,Vietnam,20.831952,106.678147,1969000.0,12,natural_earth_populated_places
_Suzhou,Suzhou,China,33.638057,116.976943,1964000.0,12,natural_earth_populated_places
_Nanyang,Nanyang,China,33.002346,112.528074,1944000.0,12,natural_earth_populated_places
_Bucharest,Bucharest,Romania,44.435318,26.098001,1942000.0,12,natural_earth_populated_places
_Ningbo,Ningbo,China,29.881917,121.548092,1923000.0,12,natural_earth_populated_places
_Douala,Douala,Cameroon,4.062356,9.708045,1906000.0,12,natural_earth_populated_places
_Cleveland,Cleveland,United States of America,41.471933,-81.696944,1890000.0,12,natural_earth_populated_places
_Tangshan,Tangshan,China,39.626283,118.192431,1879000.0,12,natural_earth_populated_places
_Tainan,Tainan,Taiwan,23.000003,120.200043,1876312.0,12,natural_earth_populated_places
_Portland,Portland,United States of America,45.52197,-122.681936,1875000.0,12,natural_earth_populated_places
_Datong,Datong,China,40.081966,113.298053,1873000.0,12,natural_earth_populated_places
_Asunción,Asunción,Paraguay,-25.290671,-57.625834,1870000.0,12,natural_earth_populated_places
_Saidu,Saidu,Pakistan,34.750035,72.349992,1860310.0,12,natural_earth_populated_places
_Brisbane,Brisbane,Australia,-27.453085,153.033147,1860000.0,12,natural_earth_populated_places
_Rawalpindi,Rawalpindi,Pakistan,33.591002,73.067502,1858000.0,12,natural_earth_populated_places
_Beirut,Beirut,Lebanon,33.873921,35.507762,1846000.0,12,natural_earth_populated_places
_Pittsburgh,Pittsburgh,United States of America,40.431945,-80.001931,1838000.0,12,natural_earth_populated_places
_Las Vegas,Las Vegas,United States of America,36.164763,-115.151362,1823000.0,12,natural_earth_populated_places
_Minsk,Minsk,Belarus,53.901923,27.564681,1805000.0,12,natural_earth_populated_places
_Kyoto,Kyoto,Japan,35.031938,135.748052,1805000.0,12,natural_earth_populated_places
_Barranquilla,Barranquilla,Colombia,10.961934,-74.801913,1798000.0,12,natural_earth_populated_places
_Shuyang,Shuyang,China,34.129866,118.77336,1770000.0,12,natural_earth_populated_places
_Valencia,Valencia,Venezuela,10.231927,-67.981967,1770000.0,12,natural_earth_populated_places
_Hamburg,Hamburg,Germany,53.551971,9.998053,1757000.0,12,natural_earth_populated_places
_Vadodara,Vadodara,India,22.311965,73.178073,1756000.0,12,natural_earth_populated_places
_Manaus,Manaus,Brazil,-3.098086,-60.001963,1753000.0,12,natural_earth_populated_places
_Shangqiu,Shangqiu,China,34.412942,115.64961,1753000.0,12,natural_earth_populated_places
_Wuxi,Wuxi,China,31.581942,120.298039,1749000.0,12,natural_earth_populated_places
_Palembang,Palembang,Indonesia,-2.978093,104.748084,1749000.0,12,natural_earth_populated_places
_San Bernardino,San Bernardino,United States of America,34.12233,-117.30198,1745000.0,12,natural_earth_populated_places
_Brussels,Brussels,Belgium,50.835263,4.331371,1743000.0,12,natural_earth_populated_places
_Essen,Essen,Germany,51.449998,7.016615,1742135.0,12,natural_earth_populated_places
_Bhopal,Bhopal,India,23.251934,77.408047,1727000.0,12,natural_earth_populated_places
_Hohhot,Hohhot,China,40.821921,111.65805,1726000.0,12,natural_earth_populated_places
_Luoyang,Luoyang,China,34.64377,112.444471,1715000.0,12,natural_earth_populated_places
_Santos,Santos,Brazil,-23.961836,-46.328496,1709000.0,12,natural_earth_populated_places
_Jianmen,Jianmen,China,30.651999,113.158061,1708000.0,12,natural_earth_populated_places
_Warsaw,Warsaw,Poland,52.230872,21.005347,1707000.0,12,natural_earth_populated_places
_Rabat,Rabat,Morocco,34.025307,-6.836408,1705000.0,12,natural_earth_populated_places
_Vitória,Vitória,Brazil,-20.332042,-40.353943,1704000.0,12,natural_earth_populated_places
_Quito,Quito,Ecuador,-0.213042,-78.501997,1701000.0,12,natural_earth_populated_places
_Antananarivo,Antananarivo,Madagascar,-18.914691,47.514678,1697000.0,12,natural_earth_populated_places
_Coimbatore,Coimbatore,India,11.001906,76.948075,1696000.0,12,natural_earth_populated_places
_Daqing,Daqing,China,46.581905,124.998062,1693000.0,12,natural_earth_populated_places
_Luan,Luan,China,31.752293,116.478065,1690000.0,12,natural_earth_populated_places
_Wanzhou,Wanzhou,China,30.819991,108.400039,1680000.0,12,natural_earth_populated_places
_Budapest,Budapest,Hungary,47.501952,19.081375,1679000.0,12,natural_earth_populated_places
_San Jose,San Jose,United States of America,37.330943,-121.888179,1668000.0,12,natural_earth_populated_places
_Turin,Turin,Italy,45.072333,7.668015,1652000.0,12,natural_earth_populated_places
_Suzhou,Suzhou,China,31.302424,120.618071,1650000.0,12,natural_earth_populated_places
_Ludhiana,Ludhiana,India,30.929708,75.870312,1649000.0,12,natural_earth_populated_places
_Kumasi,Kumasi,Ghana,6.691937,-1.63196,1646000.0,12,natural_earth_populated_places
_Qiqihar,Qiqihar,China,47.346923,123.988046,1641000.0,12,natural_earth_populated_places
_Anshan,Anshan,China,41.116967,122.938085,1639000.0,12,natural_earth_populated_places
_Cincinnati,Cincinnati,United States of America,39.163831,-84.458868,1636000.0,12,natural_earth_populated_places
_Zhongli,Zhongli,Taiwan,24.965025,121.216776,1632616.0,12,natural_earth_populated_places
_Handan,Handan,China,36.581921,114.478032,1631000.0,12,natural_earth_populated_places
_Taian,Taian,China,36.201944,117.11813,1629000.0,12,natural_earth_populated_places
_Isfahan,Isfahan,Iran,32.701951,51.698092,1628000.0,12,natural_earth_populated_places
_Yaoundé,Yaoundé,Cameroon,3.868647,11.514705,1611000.0,12,natural_earth_populated_places
_Sacramento,Sacramento,United States of America,38.576967,-121.471984,1604000.0,12,natural_earth_populated_places
_Shantou,Shantou,China,23.371952,116.66808,1601000.0,12,natural_earth_populated_places
_Agra,Agra,India,27.172366,78.013075,1592000.0,12,natural_earth_populated_places
_Zhanjiang,Zhanjiang,China,21.20193,110.378076,1590000.0,12,natural_earth_populated_places
_La Paz,La Paz,Bolivia,-16.496028,-68.151931,1590000.0,12,natural_earth_populated_places
_Kalyan,Kalyan,India,19.250232,73.160175,1576614.0,12,natural_earth_populated_places
_Abuja,Abuja,Nigeria,9.05462,7.489505,1576000.0,12,natural_earth_populated_places
_Harare,Harare,Zimbabwe,-17.815844,31.042764,1572000.0,12,natural_earth_populated_places
_Xiantao,Xiantao,China,30.372352,113.438096,1556000.0,12,natural_earth_populated_places
_Khulna,Khulna,Bangladesh,22.841933,89.558055,1553000.0,12,natural_earth_populated_places
_Weifang,Weifang,China,36.702285,119.155626,1553000.0,12,natural_earth_populated_places
_Tijuana,Tijuana,Mexico,32.501963,-117.081942,1553000.0,12,natural_earth_populated_places
_Santiago,Santiago,Dominican Republic,19.50001,-70.670012,1550753.0,12,natural_earth_populated_places
_Xinyang,Xinyang,China,32.132322,114.068032,1541000.0,12,natural_earth_populated_places
_Luzhou,Luzhou,China,28.881926,105.378071,1537000.0,12,natural_earth_populated_places
_Perth,Perth,Australia,-31.953069,115.838053,1532000.0,12,natural_earth_populated_places
_Toluca,Toluca,Mexico,19.289308,-99.653179,1531000.0,12,natural_earth_populated_places
_Leeds,Leeds,United Kingdom,53.790017,-1.551348,1529000.0,12,natural_earth_populated_places
_Vishakhapatnam,Vishakhapatnam,India,17.682903,83.219848,1529000.0,12,natural_earth_populated_places
_Kōbe,Kōbe,Japan,34.679988,135.169982,1528478.0,12,natural_earth_populated_places
_Multan,Multan,Pakistan,30.201923,71.453062,1522000.0,12,natural_earth_populated_places
_Kochi,Kochi,India,10.016953,76.22197,1519000.0,12,natural_earth_populated_places
_Gujranwala,Gujranwala,Pakistan,32.162372,74.183076,1513000.0,12,natural_earth_populated_places
_Montevideo,Montevideo,Uruguay,-34.905376,-56.186823,1513000.0,12,natural_earth_populated_places
_Oakland,Oakland,United States of America,37.804725,-122.278038,1510271.0,12,natural_earth_populated_places
