starlink_gateway,latitude_deg,longitude_deg,portfolio,nearest_argus_km
"Greenville, PA",41.4028,-80.3812,Uniform + geopolitical constraint,1623.3692414303766
"Greenville, PA",41.4028,-80.3812,WorldPop + geopolitical constraint,459.86205183543075
"Guarapari, Brazil",-20.6614,-40.4981,Uniform baseline,5482.426512104805
"Guarapari, Brazil",-20.6614,-40.4981,WorldPop baseline,5080.344570323615
"Guarapari, Brazil",-20.6614,-40.4981,Uniform + geopolitical constraint,2543.658789531132
"Guarapari, Brazil",-20.6614,-40.4981,WorldPop + geopolitical constraint,964.5657742549698
"Hamshire, TX",29.8622,-94.6749,Uniform baseline,2217.43948257137
"Hamshire, TX",29.8622,-94.6749,WorldPop baseline,8170.24850352477
"Hamshire, TX",29.8622,-94.6749,Uniform + geopolitical constraint,2464.0238977352888
"Hamshire, TX",29.8622,-94.6749,WorldPop + geopolitical constraint,1104.703475699966
"Hawkins, TX",32.6136,-95.2998,Uniform baseline,2156.4124555941216
"Hawkins, TX",32.6136,-95.2998,WorldPop baseline,8003.125229333244
"Hawkins, TX",32.6136,-95.2998,Uniform + geopolitical constraint,2156.4124555941216
"Hawkins, TX",32.6136,-95.2998,WorldPop + geopolitical constraint,823.714564692871
"Hawthorne, CA",33.9207,-118.328,Uniform baseline,1651.8204897788091
"Hawthorne, CA",33.9207,-118.328,WorldPop baseline,9255.428863403326
"Hawthorne, CA",33.9207,-118.328,Uniform + geopolitical constraint,1651.8204897788091
"Hawthorne, CA",33.9207,-118.328,WorldPop + geopolitical constraint,1651.8204897788091
"Highlands Ranch, CO",39.55,-105.0333,Uniform baseline,1092.4299445794948
"Highlands Ranch, CO",39.55,-105.0333,WorldPop baseline,8033.331190408131
"Highlands Ranch, CO",39.55,-105.0333,Uniform + geopolitical constraint,1092.4299445794948
"Highlands Ranch, CO",39.55,-105.0333,WorldPop + geopolitical constraint,773.2751575062497
"Hillman, MI",45.0586,-83.9022,Uniform baseline,1176.013286545691
"Hillman, MI",45.0586,-83.9022,WorldPop baseline,6348.111481863801
"Hillman, MI",45.0586,-83.9022,Uniform + geopolitical constraint,1176.013286545691
"Hillman, MI",45.0586,-83.9022,WorldPop + geopolitical constraint,637.0966171479317
"Hillsboro, TX",32.011,-97.13,Uniform baseline,2174.5592443003325
"Hillsboro, TX",32.011,-97.13,WorldPop baseline,8170.259082437946
"Hillsboro, TX",32.011,-97.13,Uniform + geopolitical constraint,2174.5592443003325
"Hillsboro, TX",32.011,-97.13,WorldPop + geopolitical constraint,894.1084027489833
"Hinds, NZ",-43.8667,171.5833,Uniform baseline,1564.5413357495077
"Hinds, NZ",-43.8667,171.5833,WorldPop baseline,9525.057588195046
"Hinds, NZ",-43.8667,171.5833,Uniform + geopolitical constraint,1564.5413357495077
"Hinds, NZ",-43.8667,171.5833,WorldPop + geopolitical constraint,8223.065213501442
"Hitterdal, MN",46.9769,-96.2595,Uniform baseline,558.85664042984
"Hitterdal, MN",46.9769,-96.2595,WorldPop baseline,6947.992645694978
"Hitterdal, MN",46.9769,-96.2595,Uniform + geopolitical constraint,558.85664042984
"Hitterdal, MN",46.9769,-96.2595,WorldPop + geopolitical constraint,776.0770006158916
"Honolulu, HI",21.315,-157.8664,Uniform baseline,2157.4455316521903
"Honolulu, HI",21.315,-157.8664,WorldPop baseline,7325.7544992296125
"Honolulu, HI",21.315,-157.8664,Uniform + geopolitical constraint,2157.4455316521903
"Honolulu, HI",21.315,-157.8664,WorldPop + geopolitical constraint,5029.945855955833
"Howell, UT",41.8366,-112.4352,Uniform baseline,686.1916664235048
"Howell, UT",41.8366,-112.4352,WorldPop baseline,8240.975752438102
"Howell, UT",41.8366,-112.4352,Uniform + geopolitical constraint,686.1916664235048
"Howell, UT",41.8366,-112.4352,WorldPop + geopolitical constraint,686.1916664235048
"Ibi, Spain",38.6264,-0.5726,Uniform baseline,1124.4552645100405
"Ibi, Spain",38.6264,-0.5726,WorldPop baseline,420.844120955915
"Ibi, Spain",38.6264,-0.5726,Uniform + geopolitical constraint,1124.4552645100405
"Ibi, Spain",38.6264,-0.5726,WorldPop + geopolitical constraint,420.844120955915
"Inman, KS",38.2319,-97.7725,Uniform baseline,1537.125062382299
"Inman, KS",38.2319,-97.7725,WorldPop baseline,7711.399508481025
"Inman, KS",38.2319,-97.7725,Uniform + geopolitical constraint,1537.125062382299
"Inman, KS",38.2319,-97.7725,WorldPop + geopolitical constraint,249.06000754387503
"Iron Mountain, CO",39.7775,-104.9685,Uniform baseline,1072.942083634112
"Iron Mountain, CO",39.7775,-104.9685,WorldPop baseline,8010.744569400441
"Iron Mountain, CO",39.7775,-104.9685,Uniform + geopolitical constraint,1072.942083634112
"Iron Mountain, CO",39.7775,-104.9685,WorldPop + geopolitical constraint,765.2591986871041
"Irvine, CA",33.6872,-117.8479,Uniform baseline,1664.5431136771092
"Irvine, CA",33.6872,-117.8479,WorldPop baseline,9251.420611552776
"Irvine, CA",33.6872,-117.8479,Uniform + geopolitical constraint,1664.5431136771092
"Irvine, CA",33.6872,-117.8479,WorldPop + geopolitical constraint,1664.5431136771092
"Isle of Man, UK",54.13909,-4.49728,Uniform baseline,1251.2612534319778
"Isle of Man, UK",54.13909,-4.49728,WorldPop baseline,903.4492675838616
"Isle of Man, UK",54.13909,-4.49728,Uniform + geopolitical constraint,1251.2612534319778
"Isle of Man, UK",54.13909,-4.49728,WorldPop + geopolitical constraint,903.4492675838616
"Itaboraí, Brazil",-22.7446,-42.8586,Uniform baseline,5727.176684544412
"Itaboraí, Brazil",-22.7446,-42.8586,WorldPop baseline,5416.60429667064
"Itaboraí, Brazil",-22.7446,-42.8586,Uniform + geopolitical constraint,2740.9320411945755
"Itaboraí, Brazil",-22.7446,-42.8586,WorldPop + geopolitical constraint,943.2729723530508
"Kalama, WA",46.01,-122.84,Uniform baseline,764.5934068254547
"Kalama, WA",46.01,-122.84,WorldPop baseline,8358.088083353088
"Kalama, WA",46.01,-122.84,Uniform + geopolitical constraint,764.5934068254547
"Kalama, WA",46.01,-122.84,WorldPop + geopolitical constraint,850.4235281929579
"Kaua'i, HI",21.9994,-159.378,Uniform baseline,2048.659565337708
"Kaua'i, HI",21.9994,-159.378,WorldPop baseline,7151.992736800956
"Kaua'i, HI",21.9994,-159.378,Uniform + geopolitical constraint,2048.659565337708
"Kaua'i, HI",21.9994,-159.378,WorldPop + geopolitical constraint,5080.8941488800365
"Kaunas, Lithuania",54.8985,23.9036,Uniform baseline,2130.405479666825
"Kaunas, Lithuania",54.8985,23.9036,WorldPop baseline,771.566435432368
"Kaunas, Lithuania",54.8985,23.9036,Uniform + geopolitical constraint,2823.7742574015215
"Kaunas, Lithuania",54.8985,23.9036,WorldPop + geopolitical constraint,1243.779355252822
"Kenansville, FL",27.8847,-81.0962,Uniform baseline,1244.1304117957377
"Kenansville, FL",27.8847,-81.0962,WorldPop baseline,7143.236071624418
"Kenansville, FL",27.8847,-81.0962,Uniform + geopolitical constraint,2851.322503341367
"Kenansville, FL",27.8847,-81.0962,WorldPop + geopolitical constraint,1747.8150466338652
"Kent, WA",47.4211,-122.2481,Uniform baseline,655.5396401939643
"Kent, WA",47.4211,-122.2481,WorldPop baseline,8202.700996559166
"Kent, WA",47.4211,-122.2481,Uniform + geopolitical constraint,655.5396401939643
"Kent, WA",47.4211,-122.2481,WorldPop + geopolitical constraint,768.8914210187655
"Ketchikan, AK",55.342,-131.636,Uniform baseline,441.9804442090267
"Ketchikan, AK",55.342,-131.636,WorldPop baseline,7583.894484939965
"Ketchikan, AK",55.342,-131.636,Uniform + geopolitical constraint,441.9804442090267
"Ketchikan, AK",55.342,-131.636,WorldPop + geopolitical constraint,1573.0571628884952
"Ki Ki, Australia",-35.8,139.7167,Uniform baseline,1123.4477760128889
"Ki Ki, Australia",-35.8,139.7167,WorldPop baseline,7637.327933073242
"Ki Ki, Australia",-35.8,139.7167,Uniform + geopolitical constraint,423.3482228934871
"Ki Ki, Australia",-35.8,139.7167,WorldPop + geopolitical constraint,5893.346812073932
"Kihei, HI",20.746,-156.432,Uniform baseline,2258.415244770248
"Kihei, HI",20.746,-156.432,WorldPop baseline,7487.146329538223
"Kihei, HI",20.746,-156.432,Uniform + geopolitical constraint,2258.415244770248
"Kihei, HI",20.746,-156.432,WorldPop + geopolitical constraint,4976.9849689149405
"Kiowa, CO",39.292,-104.5052,Uniform baseline,1139.4674924474975
"Kiowa, CO",39.292,-104.5052,WorldPop baseline,8024.563937308083
"Kiowa, CO",39.292,-104.5052,Uniform + geopolitical constraint,1139.4674924474975
"Kiowa, CO",39.292,-104.5052,WorldPop + geopolitical constraint,732.175241732671
"Kuparuk, AK",70.3316,-149.5947,Uniform baseline,2314.9698394571706
"Kuparuk, AK",70.3316,-149.5947,WorldPop baseline,5960.560585258909
"Kuparuk, AK",70.3316,-149.5947,Uniform + geopolitical constraint,2314.9698394571706
"Kuparuk, AK",70.3316,-149.5947,WorldPop + geopolitical constraint,3176.833981285417
"Lawrence, KS",38.9717,-95.2353,Uniform baseline,1449.8851575233252
"Lawrence, KS",38.9717,-95.2353,WorldPop baseline,7497.2582956006945
"Lawrence, KS",38.9717,-95.2353,Uniform + geopolitical constraint,1449.8851575233252
"Lawrence, KS",38.9717,-95.2353,WorldPop + geopolitical constraint,131.8344478328593
Lekki,6.4711,3.8148,Uniform baseline,2275.182680299976
Lekki,6.4711,3.8148,WorldPop baseline,503.89243197578713
Lekki,6.4711,3.8148,Uniform + geopolitical constraint,2275.182680299976
Lekki,6.4711,3.8148,WorldPop + geopolitical constraint,503.89243197578713
"Lepe, Spain",37.2547,-7.2044,Uniform baseline,851.8857431425163
"Lepe, Spain",37.2547,-7.2044,WorldPop baseline,318.14708368537447
"Lepe, Spain",37.2547,-7.2044,Uniform + geopolitical constraint,851.8857431425163
"Lepe, Spain",37.2547,-7.2044,WorldPop + geopolitical constraint,318.14708368537447
"Limestone, ME",46.9149,-67.9195,Uniform baseline,1045.648514442708
"Limestone, ME",46.9149,-67.9195,WorldPop baseline,5203.442136858561
"Limestone, ME",46.9149,-67.9195,Uniform + geopolitical constraint,1045.648514442708
"Limestone, ME",46.9149,-67.9195,WorldPop + geopolitical constraint,708.2264514349007
"Lindon, UT",40.3327,-111.7312,Uniform baseline,852.8328616008121
"Lindon, UT",40.3327,-111.7312,WorldPop baseline,8334.917759449676
"Lindon, UT",40.3327,-111.7312,Uniform + geopolitical constraint,852.8328616008121
"Lindon, UT",40.3327,-111.7312,WorldPop + geopolitical constraint,852.8328616008121
"Lisle, IL",41.8006,-88.0961,Uniform baseline,1281.527819220452
"Lisle, IL",41.8006,-88.0961,WorldPop baseline,6838.976198847333
"Lisle, IL",41.8006,-88.0961,Uniform + geopolitical constraint,1281.527819220452
"Lisle, IL",41.8006,-88.0961,WorldPop + geopolitical constraint,693.5119075632705
"Litchfield, MN",45.12,-94.53,Uniform baseline,772.5877683231879
"Litchfield, MN",45.12,-94.53,WorldPop baseline,6986.97463804331
"Litchfield, MN",45.12,-94.53,Uniform + geopolitical constraint,772.5877683231879
"Litchfield, MN",45.12,-94.53,WorldPop + geopolitical constraint,581.8797522997095
"Lithia Springs, GA",33.7459,-84.5795,Uniform baseline,1173.7234450917806
"Lithia Springs, GA",33.7459,-84.5795,WorldPop baseline,7128.8206758799315
"Lithia Springs, GA",33.7459,-84.5795,Uniform + geopolitical constraint,2226.7260761372404
"Lithia Springs, GA",33.7459,-84.5795,WorldPop + geopolitical constraint,1229.4871857301605
"Llano Grande, Mexico",19.34,-97.008,Uniform baseline,3065.4994552309113
"Llano Grande, Mexico",19.34,-97.008,WorldPop baseline,9018.614605088316
"Llano Grande, Mexico",19.34,-97.008,Uniform + geopolitical constraint,3461.5714551577435
"Llano Grande, Mexico",19.34,-97.008,WorldPop + geopolitical constraint,128.55049384251316
"Lockport, NY",43.1709,-78.6903,Uniform baseline,981.344068455996
"Lockport, NY",43.1709,-78.6903,WorldPop baseline,6139.361563218942
"Lockport, NY",43.1709,-78.6903,Uniform + geopolitical constraint,1429.5846241799077
"Lockport, NY",43.1709,-78.6903,WorldPop + geopolitical constraint,235.4682716830746
"Loring, ME",46.95,-67.89,Uniform baseline,1041.3303832804986
"Loring, ME",46.95,-67.89,WorldPop baseline,5199.582288344076
"Loring, ME",46.95,-67.89,Uniform + geopolitical constraint,1041.3303832804986
"Loring, ME",46.95,-67.89,WorldPop + geopolitical constraint,711.8780477489871
"Los Angeles, CA",34.0581,-118.2354,Uniform baseline,1634.7347341359468
"Los Angeles, CA",34.0581,-118.2354,WorldPop baseline,9238.00883622954
"Los Angeles, CA",34.0581,-118.2354,Uniform + geopolitical constraint,1634.7347341359468
"Los Angeles, CA",34.0581,-118.2354,WorldPop + geopolitical constraint,1634.7347341359468
"Lunenburg, VT",44.412,-71.7318,Uniform baseline,935.647415118145
"Lunenburg, VT",44.412,-71.7318,WorldPop baseline,5600.574753650939
"Lunenburg, VT",44.412,-71.7318,Uniform + geopolitical constraint,1399.036870827145
"Lunenburg, VT",44.412,-71.7318,WorldPop + geopolitical constraint,343.24262826334785
"Luz, Brazil",-19.79,-44.7325,Uniform baseline,5371.182846081788
"Luz, Brazil",-19.79,-44.7325,WorldPop baseline,5353.621640024786
"Luz, Brazil",-19.79,-44.7325,Uniform + geopolitical constraint,2995.846416897778
"Luz, Brazil",-19.79,-44.7325,WorldPop + geopolitical constraint,883.6823520876275
"Lynnwood, WA",47.8417,-122.3009,Uniform baseline,616.2852448920967
"Lynnwood, WA",47.8417,-122.3009,WorldPop baseline,8166.251717509065
"Lynnwood, WA",47.8417,-122.3009,Uniform + geopolitical constraint,616.2852448920967
"Lynnwood, WA",47.8417,-122.3009,WorldPop + geopolitical constraint,767.2331735228896
"Madera, CA",36.8588,-119.9105,Uniform baseline,1396.8837412961118
"Madera, CA",36.8588,-119.9105,WorldPop baseline,9067.06253954306
"Madera, CA",36.8588,-119.9105,Uniform + geopolitical constraint,1396.8837412961118
"Madera, CA",36.8588,-119.9105,WorldPop + geopolitical constraint,1396.8837412961118
"Manaus, Brazil",-3.119,-60.0217,Uniform baseline,3565.191911755925
"Manaus, Brazil",-3.119,-60.0217,WorldPop baseline,5989.341851627791
"Manaus, Brazil",-3.119,-60.0217,Uniform + geopolitical constraint,3565.191911755925
"Manaus, Brazil",-3.119,-60.0217,WorldPop + geopolitical constraint,2415.516214884358
"Mandale, NC",35.895778,-79.226722,Uniform baseline,650.48926231776
"Mandale, NC",35.895778,-79.226722,WorldPop baseline,6584.967230897022
"Mandale, NC",35.895778,-79.226722,Uniform + geopolitical constraint,2226.7489483128174
"Mandale, NC",35.895778,-79.226722,WorldPop + geopolitical constraint,941.9806314875588
"Manistique, MI",45.9575,-86.2464,Uniform baseline,977.3026401290832
"Manistique, MI",45.9575,-86.2464,WorldPop baseline,6432.231597565088
"Manistique, MI",45.9575,-86.2464,Uniform + geopolitical constraint,977.3026401290832
"Manistique, MI",45.9575,-86.2464,WorldPop + geopolitical constraint,834.1447477959014
"Marathon, ON",48.754,-86.379,Uniform baseline,770.9895892563069
"Marathon, ON",48.754,-86.379,WorldPop baseline,6252.632409698864
"Marathon, ON",48.754,-86.379,Uniform + geopolitical constraint,770.9895892563069
"Marathon, ON",48.754,-86.379,WorldPop + geopolitical constraint,954.4273242556668
"Marcell, MN",47.593,-93.6941,Uniform baseline,517.1619853894255
"Marcell, MN",47.593,-93.6941,WorldPop baseline,6757.423245982753
"Marcell, MN",47.593,-93.6941,Uniform + geopolitical constraint,517.1619853894255
"Marcell, MN",47.593,-93.6941,WorldPop + geopolitical constraint,864.2389717192692
"Marsala, Italy",37.7986,12.4357,Uniform baseline,2156.9554397714883
"Marsala, Italy",37.7986,12.4357,WorldPop baseline,937.101420417278
"Marsala, Italy",37.7986,12.4357,Uniform + geopolitical constraint,2156.9554397714883
"Marsala, Italy",37.7986,12.4357,WorldPop + geopolitical constraint,455.1716512118061
"Mazahua, Mexico",19.65,-100.05,Uniform baseline,3284.0097510938067
"Mazahua, Mexico",19.65,-100.05,WorldPop baseline,9258.148905562715
"Mazahua, Mexico",19.65,-100.05,Uniform + geopolitical constraint,3330.9846118850783
"Mazahua, Mexico",19.65,-100.05,WorldPop + geopolitical constraint,425.4219526746474
"McGregor, TX",31.44,-97.41,Uniform baseline,2216.068195043905
"McGregor, TX",31.44,-97.41,WorldPop baseline,8234.706497330719
"McGregor, TX",31.44,-97.41,Uniform + geopolitical constraint,2216.068195043905
"McGregor, TX",31.44,-97.41,WorldPop + geopolitical constraint,960.2620577445036
"Merida, Mexico",20.9674,-89.5926,Uniform baseline,2390.197995338642
"Merida, Mexico",20.9674,-89.5926,WorldPop baseline,8276.435962023654
"Merida, Mexico",20.9674,-89.5926,Uniform + geopolitical constraint,3494.7934569337144
"Merida, Mexico",20.9674,-89.5926,WorldPop + geopolitical constraint,675.982016272854
"Merredin, Australia",-31.4833,118.2833,Uniform baseline,1496.268201164647
"Merredin, Australia",-31.4833,118.2833,WorldPop baseline,6703.323562012799
"Merredin, Australia",-31.4833,118.2833,Uniform + geopolitical constraint,1496.268201164647
"Merredin, Australia",-31.4833,118.2833,WorldPop + geopolitical constraint,4524.552712634848
"Merrillan, WI",44.45,-90.8333,Uniform baseline,922.0758558556852
"Merrillan, WI",44.45,-90.8333,WorldPop baseline,6816.655177543714
"Merrillan, WI",44.45,-90.8333,Uniform + geopolitical constraint,922.0758558556852
"Merrillan, WI",44.45,-90.8333,WorldPop + geopolitical constraint,652.2769474371628
"Mesa, AZ",33.4212,-111.8592,Uniform baseline,1621.1312782353866
"Mesa, AZ",33.4212,-111.8592,WorldPop baseline,8946.805296779881
"Mesa, AZ",33.4212,-111.8592,Uniform + geopolitical constraint,1621.1312782353866
"Mesa, AZ",33.4212,-111.8592,WorldPop + geopolitical constraint,1588.4761074952178
"Miami, FL",25.7915,-80.3797,Uniform baseline,1387.0881878063876
"Miami, FL",25.7915,-80.3797,WorldPop baseline,7194.872857339778
"Miami, FL",25.7915,-80.3797,Uniform + geopolitical constraint,2818.7388310961346
"Miami, FL",25.7915,-80.3797,WorldPop + geopolitical constraint,1723.1154450752094
"Milano, Italy",45.4642,9.19,Uniform baseline,1676.8602978407146
"Milano, Italy",45.4642,9.19,WorldPop baseline,485.59065251436016
"Milano, Italy",45.4642,9.19,Uniform + geopolitical constraint,1676.8602978407146
"Milano, Italy",45.4642,9.19,WorldPop + geopolitical constraint,485.59065251436016
"Milwaukee, WI",43.1512,-88.0088,Uniform baseline,1150.6005618245
"Milwaukee, WI",43.1512,-88.0088,WorldPop baseline,6736.652598240939
"Milwaukee, WI",43.1512,-88.0088,Uniform + geopolitical constraint,1150.6005618245
"Milwaukee, WI",43.1512,-88.0088,WorldPop + geopolitical constraint,750.969130823414
"Minneapolis, MN",44.9709,-93.2544,Uniform baseline,807.213357872876
"Minneapolis, MN",44.9709,-93.2544,WorldPop baseline,6923.149329241778
"Minneapolis, MN",44.9709,-93.2544,Uniform + geopolitical constraint,807.213357872876
"Minneapolis, MN",44.9709,-93.2544,WorldPop + geopolitical constraint,596.7347279880069
"Molokai, HI",21.1333,-157.0167,Uniform baseline,2199.92685635842
"Molokai, HI",21.1333,-157.0167,WorldPop baseline,7413.491767293507
"Molokai, HI",21.1333,-157.0167,Uniform + geopolitical constraint,2199.92685635842
"Molokai, HI",21.1333,-157.0167,WorldPop + geopolitical constraint,4985.526158340086
Monterey,36.2231,-121.3877,Uniform baseline,1518.7591339312546
Monterey,36.2231,-121.3877,WorldPop baseline,9199.161999421867
Monterey,36.2231,-121.3877,Uniform + geopolitical constraint,1518.7591339312546
Monterey,36.2231,-121.3877,WorldPop + geopolitical constraint,1518.7591339312546
Montes Carlos,9.2895,-75.3994,Uniform baseline,2989.92293170735
Montes Carlos,9.2895,-75.3994,WorldPop baseline,7354.184399889127
Montes Carlos,9.2895,-75.3994,Uniform + geopolitical constraint,3213.2088724094965
Montes Carlos,9.2895,-75.3994,WorldPop + geopolitical constraint,2511.8657283804837
"Mossoró, Brazil",-5.1878,-37.3441,Uniform baseline,3939.3995954795855
"Mossoró, Brazil",-5.1878,-37.3441,WorldPop baseline,3765.6305471798487
"Mossoró, Brazil",-5.1878,-37.3441,Uniform + geopolitical constraint,3096.7131033206815
"Mossoró, Brazil",-5.1878,-37.3441,WorldPop + geopolitical constraint,811.7508066910091
"Mt. Ayr, IN",39.975,-87.3036,Uniform baseline,1409.964553595618
"Mt. Ayr, IN",39.975,-87.3036,WorldPop baseline,6920.763265288489
"Mt. Ayr, IN",39.975,-87.3036,Uniform + geopolitical constraint,1493.9423357745525
"Mt. Ayr, IN",39.975,-87.3036,WorldPop + geopolitical constraint,740.6083098611874
"Muallim, Turkey",40.0333,30.05,Uniform baseline,2385.069835428653
"Muallim, Turkey",40.0333,30.05,WorldPop baseline,939.2184332611454
"Muallim, Turkey",40.0333,30.05,Uniform + geopolitical constraint,3463.7635513229243
"Muallim, Turkey",40.0333,30.05,WorldPop + geopolitical constraint,166.0989458101374
"Murayjat, Oman",23.588,58.545,Uniform baseline,3166.7138873523772
"Murayjat, Oman",23.588,58.545,WorldPop baseline,2302.773789915723
"Murayjat, Oman",23.588,58.545,Uniform + geopolitical constraint,6071.136149470007
"Murayjat, Oman",23.588,58.545,WorldPop + geopolitical constraint,3082.0886474460303
"Myrtle Beach, SC",33.71,-78.8958,Uniform baseline,678.5796130973573
"Myrtle Beach, SC",33.71,-78.8958,WorldPop baseline,6660.077783463987
"Myrtle Beach, SC",33.71,-78.8958,Uniform + geopolitical constraint,2452.3172470836366
"Myrtle Beach, SC",33.71,-78.8958,WorldPop + geopolitical constraint,1171.1345457483508
"Nemaha, NE",40.3408,-95.6708,Uniform baseline,1296.6880523797174
"Nemaha, NE",40.3408,-95.6708,WorldPop baseline,7417.80922653035
"Nemaha, NE",40.3408,-95.6708,Uniform + geopolitical constraint,1296.6880523797174
"Nemaha, NE",40.3408,-95.6708,WorldPop + geopolitical constraint,47.100218562043565
"New Braunfels, TX",29.703,-98.1245,Uniform baseline,2354.549440438265
"New Braunfels, TX",29.703,-98.1245,WorldPop baseline,8422.999061542305
"New Braunfels, TX",29.703,-98.1245,Uniform + geopolitical constraint,2354.549440438265
"New Braunfels, TX",29.703,-98.1245,WorldPop + geopolitical constraint,1099.92985523736
"New York, NY",40.7178,-74.0083,Uniform baseline,553.0028371544838
"New York, NY",40.7178,-74.0083,WorldPop baseline,5962.8205603452425
"New York, NY",40.7178,-74.0083,Uniform + geopolitical constraint,1754.398258668406
"New York, NY",40.7178,-74.0083,WorldPop + geopolitical constraint,399.941727674788
"Niland, CA",33.2205,-115.4668,Uniform baseline,1668.797174024854
"Niland, CA",33.2205,-115.4668,WorldPop baseline,9165.537065895138
"Niland, CA",33.2205,-115.4668,Uniform + geopolitical constraint,1668.797174024854
"Niland, CA",33.2205,-115.4668,WorldPop + geopolitical constraint,1668.797174024854
"Nome, AK",64.5011,-165.4064,Uniform baseline,2536.515028306309
"Nome, AK",64.5011,-165.4064,WorldPop baseline,5719.901117093843
"Nome, AK",64.5011,-165.4064,Uniform + geopolitical constraint,2536.515028306309
"Nome, AK",64.5011,-165.4064,WorldPop + geopolitical constraint,3624.647378740627
"Norcross, GA",33.941,-84.2135,Uniform baseline,1135.356268957921
"Norcross, GA",33.941,-84.2135,WorldPop baseline,7088.829104996405
"Norcross, GA",33.941,-84.2135,Uniform + geopolitical constraint,2218.7502893545297
"Norcross, GA",33.941,-84.2135,WorldPop + geopolitical constraint,1243.4473160873588
"North Miami, FL",25.9496,-80.1918,Uniform baseline,1362.1059053790889
"North Miami, FL",25.9496,-80.1918,WorldPop baseline,7169.850735495839
"North Miami, FL",25.9496,-80.1918,Uniform + geopolitical constraint,2796.8729023311425
"North Miami, FL",25.9496,-80.1918,WorldPop + geopolitical constraint,1746.589143948858
"Northlake, IL",41.92,-87.9113,Uniform baseline,1276.1126926050813
"Northlake, IL",41.92,-87.9113,WorldPop baseline,6818.716580049343
"Northlake, IL",41.92,-87.9113,Uniform + geopolitical constraint,1276.1126926050813
"Northlake, IL",41.92,-87.9113,WorldPop + geopolitical constraint,711.6472525777036
"Noviciado, Chile",-33.4167,-70.9333,Uniform baseline,7115.116887248748
"Noviciado, Chile",-33.4167,-70.9333,WorldPop baseline,8351.587863745795
"Noviciado, Chile",-33.4167,-70.9333,Uniform + geopolitical constraint,5397.437632441133
"Noviciado, Chile",-33.4167,-70.9333,WorldPop + geopolitical constraint,2117.5706400597737
"Otaru, Japan",43.1907,140.9945,Uniform baseline,4443.496527432166
"Otaru, Japan",43.1907,140.9945,WorldPop baseline,1686.838684863711
"Otaru, Japan",43.1907,140.9945,Uniform + geopolitical constraint,4504.971930786205
"Otaru, Japan",43.1907,140.9945,WorldPop + geopolitical constraint,546.0549671616562
"Oxford, AL",33.5936,-85.8768,Uniform baseline,1293.837608823448
"Oxford, AL",33.5936,-85.8768,WorldPop baseline,7242.947171697102
"Oxford, AL",33.5936,-85.8768,Uniform + geopolitical constraint,2202.1071243792103
"Oxford, AL",33.5936,-85.8768,WorldPop + geopolitical constraint,1147.5678209401171
"Panaca, NV",37.8,-114.39,Uniform baseline,1150.6170843701937
"Panaca, NV",37.8,-114.39,WorldPop baseline,8698.090358721569
"Panaca, NV",37.8,-114.39,Uniform + geopolitical constraint,1150.6170843701937
"Panaca, NV",37.8,-114.39,WorldPop + geopolitical constraint,1150.6170843701937
"Perry, FL",30.0616,-83.5805,Uniform baseline,1264.100194167152
"Perry, FL",30.0616,-83.5805,WorldPop baseline,7238.531819054431
"Perry, FL",30.0616,-83.5805,Uniform + geopolitical constraint,2643.9545298625594
"Perry, FL",30.0616,-83.5805,WorldPop + geopolitical constraint,1578.0920980039605
"Peñuelas, Mexico",21.8422,-102.3344,Uniform baseline,3033.5470909501346
"Peñuelas, Mexico",21.8422,-102.3344,WorldPop baseline,9306.353474156118
"Peñuelas, Mexico",21.8422,-102.3344,Uniform + geopolitical constraint,3033.5470909501346
"Peñuelas, Mexico",21.8422,-102.3344,WorldPop + geopolitical constraint,688.9891100544423
"Phoenix, AZ",33.6841,-112.0983,Uniform baseline,1591.8765638063576
"Phoenix, AZ",33.6841,-112.0983,WorldPop baseline,8937.157940405517
"Phoenix, AZ",33.6841,-112.0983,Uniform + geopolitical constraint,1591.8765638063576
"Phoenix, AZ",33.6841,-112.0983,WorldPop + geopolitical constraint,1591.8765638063576
"Pimba, Australia",-31.2833,136.8,Uniform baseline,1367.1870049100307
"Pimba, Australia",-31.2833,136.8,WorldPop baseline,7097.48773330774
"Pimba, Australia",-31.2833,136.8,Uniform + geopolitical constraint,313.22186213348044
"Pimba, Australia",-31.2833,136.8,WorldPop + geopolitical constraint,5335.527057104856
"Pine Valley, CA",32.7014,-116.3651,Uniform baseline,1740.128821208369
"Pine Valley, CA",32.7014,-116.3651,WorldPop baseline,9261.357805231974
"Pine Valley, CA",32.7014,-116.3651,Uniform + geopolitical constraint,1740.128821208369
"Pine Valley, CA",32.7014,-116.3651,WorldPop + geopolitical constraint,1740.128821208369
"Piscataway, NJ",40.5434,-74.498,Uniform baseline,550.1904595710058
"Piscataway, NJ",40.5434,-74.498,WorldPop baseline,6008.240256599389
"Piscataway, NJ",40.5434,-74.498,Uniform + geopolitical constraint,1764.8911860421244
"Piscataway, NJ",40.5434,-74.498,WorldPop + geopolitical constraint,403.7158949999011
"Piti, GU",13.4156,144.6879,Uniform baseline,3823.7594478758415
"Piti, GU",13.4156,144.6879,WorldPop baseline,2675.448215346637
"Piti, GU",13.4156,144.6879,Uniform + geopolitical constraint,4139.915890288452
"Piti, GU",13.4156,144.6879,WorldPop + geopolitical constraint,2242.4855737832177
"Ponce, PR",18.0111,-66.6141,Uniform baseline,1860.216044378529
