starlink_gateway,latitude_deg,longitude_deg,portfolio,nearest_argus_km
"Ponce, PR",18.0111,-66.6141,WorldPop baseline,6306.891457575489
"Ponce, PR",18.0111,-66.6141,Uniform + geopolitical constraint,1860.216044378529
"Ponce, PR",18.0111,-66.6141,WorldPop + geopolitical constraint,3020.2591772909673
"Port St. Lucie, FL",27.2813,-80.4831,Uniform baseline,1257.6977024265504
"Port St. Lucie, FL",27.2813,-80.4831,WorldPop baseline,7122.8131466214
"Port St. Lucie, FL",27.2813,-80.4831,Uniform + geopolitical constraint,2800.4913401765166
"Port St. Lucie, FL",27.2813,-80.4831,WorldPop + geopolitical constraint,1773.7108150814397
"Porto Alegre, Brazil",-30.0346,-51.2177,Uniform baseline,6453.688135277725
"Porto Alegre, Brazil",-30.0346,-51.2177,WorldPop baseline,6575.261525789781
"Porto Alegre, Brazil",-30.0346,-51.2177,Uniform + geopolitical constraint,3538.306852643452
"Porto Alegre, Brazil",-30.0346,-51.2177,WorldPop + geopolitical constraint,675.4696276061493
"Presidente Prudente, Brazil",-22.1257,-51.3875,Uniform baseline,5574.111499281184
"Presidente Prudente, Brazil",-22.1257,-51.3875,WorldPop baseline,6064.141842442069
"Presidente Prudente, Brazil",-22.1257,-51.3875,Uniform + geopolitical constraint,3617.0549305947425
"Presidente Prudente, Brazil",-22.1257,-51.3875,WorldPop + geopolitical constraint,217.62812431527095
"Prosser, WA",46.2068,-119.7687,Uniform baseline,620.5540417848562
"Prosser, WA",46.2068,-119.7687,WorldPop baseline,8205.887413535125
"Prosser, WA",46.2068,-119.7687,Uniform + geopolitical constraint,620.5540417848562
"Prosser, WA",46.2068,-119.7687,WorldPop + geopolitical constraint,620.5540417848562
"Prudhoe Bay, AK",70.2466,-148.569,Uniform baseline,2283.484352615749
"Prudhoe Bay, AK",70.2466,-148.569,WorldPop baseline,5972.359532905186
"Prudhoe Bay, AK",70.2466,-148.569,Uniform + geopolitical constraint,2283.484352615749
"Prudhoe Bay, AK",70.2466,-148.569,WorldPop + geopolitical constraint,3139.199768439988
"Puerto Montt, Chile",-41.4689,-72.9411,Uniform baseline,8019.43744141939
"Puerto Montt, Chile",-41.4689,-72.9411,WorldPop baseline,8899.230996342325
"Puerto Montt, Chile",-41.4689,-72.9411,Uniform + geopolitical constraint,5559.974778558595
"Puerto Montt, Chile",-41.4689,-72.9411,WorldPop + geopolitical constraint,2744.1158466524935
"Puerto Saavedra, Chile",-38.7833,-73.3833,Uniform baseline,7751.001673939233
"Puerto Saavedra, Chile",-38.7833,-73.3833,WorldPop baseline,8806.650733373743
"Puerto Saavedra, Chile",-38.7833,-73.3833,Uniform + geopolitical constraint,5594.339866929568
"Puerto Saavedra, Chile",-38.7833,-73.3833,WorldPop + geopolitical constraint,2600.00611191349
"Punta Arenas, Chile",-53.1638,-70.9171,Uniform baseline,8462.518361784796
"Punta Arenas, Chile",-53.1638,-70.9171,WorldPop baseline,9114.59136778346
"Punta Arenas, Chile",-53.1638,-70.9171,Uniform + geopolitical constraint,5580.175750554683
"Punta Arenas, Chile",-53.1638,-70.9171,WorldPop + geopolitical constraint,3610.788810042517
"Punta Gorda, FL",26.9298,-82.0454,Uniform baseline,1385.7370355259095
"Punta Gorda, FL",26.9298,-82.0454,WorldPop baseline,7276.831201483605
"Punta Gorda, FL",26.9298,-82.0454,Uniform + geopolitical constraint,2959.2918169253453
"Punta Gorda, FL",26.9298,-82.0454,WorldPop + geopolitical constraint,1616.865832971967
"Puwera, NZ",-35.8,174.2333,Uniform baseline,2095.4132257703714
"Puwera, NZ",-35.8,174.2333,WorldPop baseline,8946.319835678669
"Puwera, NZ",-35.8,174.2333,Uniform + geopolitical constraint,2095.4132257703714
"Puwera, NZ",-35.8,174.2333,WorldPop + geopolitical constraint,7814.442491309308
"Redmond, WA",47.674,-122.1215,Uniform baseline,639.2131780733201
"Redmond, WA",47.674,-122.1215,WorldPop baseline,8174.109127671865
"Redmond, WA",47.674,-122.1215,Uniform + geopolitical constraint,639.2131780733201
"Redmond, WA",47.674,-122.1215,WorldPop + geopolitical constraint,755.7804398736876
"Rio Negro, Brazil",-26.105,-49.7978,Uniform baseline,6020.805663133152
"Rio Negro, Brazil",-26.105,-49.7978,WorldPop baseline,6195.00422177336
"Rio Negro, Brazil",-26.105,-49.7978,Uniform + geopolitical constraint,3403.213867350233
"Rio Negro, Brazil",-26.105,-49.7978,WorldPop + geopolitical constraint,322.4708527211581
"Riverside, GA",33.8151,-84.4601,Uniform baseline,1161.0147824749647
"Riverside, GA",33.8151,-84.4601,WorldPop baseline,7115.480901701221
"Riverside, GA",33.8151,-84.4601,Uniform + geopolitical constraint,2223.49313240007
"Riverside, GA",33.8151,-84.4601,WorldPop + geopolitical constraint,1233.5647020040103
"Robbins, CA",38.875,-121.70705555555556,Uniform baseline,1279.9649860661834
"Robbins, CA",38.875,-121.70705555555556,WorldPop baseline,8968.425052592373
"Robbins, CA",38.875,-121.70705555555556,Uniform + geopolitical constraint,1279.9649860661834
"Robbins, CA",38.875,-121.70705555555556,WorldPop + geopolitical constraint,1279.9649860661834
"Robertsdale, AL",30.55,-87.71,Uniform baseline,1578.7598809884169
"Robertsdale, AL",30.55,-87.71,WorldPop baseline,7557.878135171044
"Robertsdale, AL",30.55,-87.71,Uniform + geopolitical constraint,2479.8607216025734
"Robertsdale, AL",30.55,-87.71,WorldPop + geopolitical constraint,1291.10537172278
"Rolette County, ND",48.6604,-99.8105,Uniform baseline,459.2714882350882
"Rolette County, ND",48.6604,-99.8105,WorldPop baseline,7016.258274303621
"Rolette County, ND",48.6604,-99.8105,Uniform + geopolitical constraint,459.2714882350882
"Rolette County, ND",48.6604,-99.8105,WorldPop + geopolitical constraint,903.1432710521836
"Rolette, ND",48.6597,-99.8406,Uniform baseline,460.5944584876313
"Rolette, ND",48.6597,-99.8406,WorldPop baseline,7017.92221371173
"Rolette, ND",48.6597,-99.8406,Uniform + geopolitical constraint,460.5944584876313
"Rolette, ND",48.6597,-99.8406,WorldPop + geopolitical constraint,900.9323951032447
"Roll, AZ",32.8128,-113.9953,Uniform baseline,1697.011970834357
"Roll, AZ",32.8128,-113.9953,WorldPop baseline,9120.820394861728
"Roll, AZ",32.8128,-113.9953,Uniform + geopolitical constraint,1697.011970834357
"Roll, AZ",32.8128,-113.9953,WorldPop + geopolitical constraint,1697.011970834357
"Saguenay, QC",48.4279,-71.0548,Uniform baseline,968.3767621396456
"Saguenay, QC",48.4279,-71.0548,WorldPop baseline,5325.861288512266
"Saguenay, QC",48.4279,-71.0548,Uniform + geopolitical constraint,968.3767621396456
"Saguenay, QC",48.4279,-71.0548,WorldPop + geopolitical constraint,621.9680133806493
"Salem, OR",44.9453,-122.8886,Uniform baseline,869.7265410990423
"Salem, OR",44.9453,-122.8886,WorldPop baseline,8458.847984219165
"Salem, OR",44.9453,-122.8886,Uniform + geopolitical constraint,869.7265410990423
"Salem, OR",44.9453,-122.8886,WorldPop + geopolitical constraint,899.3692378735277
"Salt Lake City, UT",40.5861,-111.968,Uniform baseline,824.3919797231566
"Salt Lake City, UT",40.5861,-111.968,WorldPop baseline,8325.387091156328
"Salt Lake City, UT",40.5861,-111.968,Uniform + geopolitical constraint,824.3919797231566
"Salt Lake City, UT",40.5861,-111.968,WorldPop + geopolitical constraint,824.3919797231566
"Sambro Creek, NS",44.4833,-63.6,Uniform baseline,924.843718384095
"Sambro Creek, NS",44.4833,-63.6,WorldPop baseline,5032.213112526707
"Sambro Creek, NS",44.4833,-63.6,Uniform + geopolitical constraint,924.843718384095
"Sambro Creek, NS",44.4833,-63.6,WorldPop + geopolitical constraint,988.3001413068348
"San Clemente, Chile",-35.5333,-71.4833,Uniform baseline,7354.217551532955
"San Clemente, Chile",-35.5333,-71.4833,WorldPop baseline,8499.202753899945
"San Clemente, Chile",-35.5333,-71.4833,Uniform + geopolitical constraint,5435.162652381957
"San Clemente, Chile",-35.5333,-71.4833,WorldPop + geopolitical constraint,2269.1560950495896
"San Jose, CA",37.2422,-121.7844,Uniform baseline,1436.824458234566
"San Jose, CA",37.2422,-121.7844,WorldPop baseline,9123.855853880212
"San Jose, CA",37.2422,-121.7844,Uniform + geopolitical constraint,1436.824458234566
"San Jose, CA",37.2422,-121.7844,WorldPop + geopolitical constraint,1436.824458234566
"Sanderson, TX",30.1421,-102.3949,Uniform baseline,2147.85374578103
"Sanderson, TX",30.1421,-102.3949,WorldPop baseline,8660.646940365306
"Sanderson, TX",30.1421,-102.3949,Uniform + geopolitical constraint,2147.85374578103
"Sanderson, TX",30.1421,-102.3949,WorldPop + geopolitical constraint,1240.180465679044
"Sandston, VA",37.4901,-77.2461,Uniform baseline,495.8427435930739
"Sandston, VA",37.4901,-77.2461,WorldPop baseline,6352.210723777254
"Sandston, VA",37.4901,-77.2461,Uniform + geopolitical constraint,2068.465554698156
"Sandston, VA",37.4901,-77.2461,WorldPop + geopolitical constraint,731.4138127452102
"Santa Clara, CA",37.3992,-121.9803,Uniform baseline,1430.7712509582796
"Santa Clara, CA",37.3992,-121.9803,WorldPop baseline,9118.729683516218
"Santa Clara, CA",37.3992,-121.9803,Uniform + geopolitical constraint,1430.7712509582796
"Santa Clara, CA",37.3992,-121.9803,WorldPop + geopolitical constraint,1430.7712509582796
"Santa Elena, Chile",-36.8167,-72.0167,Uniform baseline,7504.737822647758
"Santa Elena, Chile",-36.8167,-72.0167,WorldPop baseline,8604.325424275492
"Santa Elena, Chile",-36.8167,-72.0167,Uniform + geopolitical constraint,5478.316160928202
"Santa Elena, Chile",-36.8167,-72.0167,WorldPop + geopolitical constraint,2382.1806544619985
"Santiago de los Caballeros, DR",19.4517,-70.697,Uniform baseline,1844.494126487963
"Santiago de los Caballeros, DR",19.4517,-70.697,WorldPop baseline,6689.96632904
"Santiago de los Caballeros, DR",19.4517,-70.697,Uniform + geopolitical constraint,2123.709662960718
"Santiago de los Caballeros, DR",19.4517,-70.697,WorldPop + geopolitical constraint,2646.6547102348286
"Seattle, WA",47.5832,-122.3251,Uniform baseline,637.6882341361221
"Seattle, WA",47.5832,-122.3251,WorldPop baseline,8191.041087014835
"Seattle, WA",47.5832,-122.3251,Uniform + geopolitical constraint,637.6882341361221
"Seattle, WA",47.5832,-122.3251,WorldPop + geopolitical constraint,772.1371843026938
"Secaucus, NJ",40.7855,-74.0686,Uniform baseline,561.7835835363162
"Secaucus, NJ",40.7855,-74.0686,WorldPop baseline,5965.139895625748
"Secaucus, NJ",40.7855,-74.0686,Uniform + geopolitical constraint,1745.957426530328
"Secaucus, NJ",40.7855,-74.0686,WorldPop + geopolitical constraint,391.01614882961024
"Shakopee, MN",44.7797,-93.4627,Uniform baseline,824.2938504378917
"Shakopee, MN",44.7797,-93.4627,WorldPop baseline,6949.529812130318
"Shakopee, MN",44.7797,-93.4627,Uniform + geopolitical constraint,824.2938504378917
"Shakopee, MN",44.7797,-93.4627,WorldPop + geopolitical constraint,570.7881937659164
"Slope County, ND",46.45,-103.95,Uniform baseline,631.5152654312859
"Slope County, ND",46.45,-103.95,WorldPop baseline,7409.867459783253
"Slope County, ND",46.45,-103.95,Uniform + geopolitical constraint,631.5152654312859
"Slope County, ND",46.45,-103.95,WorldPop + geopolitical constraint,631.5152654312859
"Springbrook Creek, Australia",-24.8333,152.1167,Uniform baseline,426.9702014919737
"Springbrook Creek, Australia",-24.8333,152.1167,WorldPop baseline,6818.601592232433
"Springbrook Creek, Australia",-24.8333,152.1167,Uniform + geopolitical constraint,426.9702014919737
"Springbrook Creek, Australia",-24.8333,152.1167,WorldPop + geopolitical constraint,5468.72878690451
"Springer, OK",34.2853,-97.1317,Uniform baseline,1961.5187605135263
"Springer, OK",34.2853,-97.1317,WorldPop baseline,7986.811106085109
"Springer, OK",34.2853,-97.1317,Uniform + geopolitical constraint,1961.5187605135263
"Springer, OK",34.2853,-97.1317,WorldPop + geopolitical constraint,643.2966723826474
"St James, MN",44.0515,-94.5346,Uniform baseline,890.4753928823335
"St James, MN",44.0515,-94.5346,WorldPop baseline,7066.974631389159
"St James, MN",44.0515,-94.5346,Uniform + geopolitical constraint,890.4753928823335
"St James, MN",44.0515,-94.5346,WorldPop + geopolitical constraint,466.46101714187967
"St. John's, NL",47.5615,-52.7126,Uniform baseline,399.8525297279833
"St. John's, NL",47.5615,-52.7126,WorldPop baseline,4139.307778951706
"St. John's, NL",47.5615,-52.7126,Uniform + geopolitical constraint,399.8525297279833
"St. John's, NL",47.5615,-52.7126,WorldPop + geopolitical constraint,1841.3381895385664
"Sterling, VA",38.985,-77.4239,Uniform baseline,582.1947633320142
"Sterling, VA",38.985,-77.4239,WorldPop baseline,6303.466219881242
"Sterling, VA",38.985,-77.4239,Uniform + geopolitical constraint,1901.5222112942304
"Sterling, VA",38.985,-77.4239,WorldPop + geopolitical constraint,570.0876258018595
"Sullivan, ME",44.5314,-68.2022,Uniform baseline,1001.5726974304702
"Sullivan, ME",44.5314,-68.2022,WorldPop baseline,5355.881715285638
"Sullivan, ME",44.5314,-68.2022,Uniform + geopolitical constraint,1289.3818244716376
"Sullivan, ME",44.5314,-68.2022,WorldPop + geopolitical constraint,623.4863398206184
"Sunnyvale, CA",37.4117,-122.0217,Uniform baseline,1431.493152239886
"Sunnyvale, CA",37.4117,-122.0217,WorldPop baseline,9119.564734286876
"Sunnyvale, CA",37.4117,-122.0217,Uniform + geopolitical constraint,1431.493152239886
"Sunnyvale, CA",37.4117,-122.0217,WorldPop + geopolitical constraint,1431.493152239886
"Sunset, TX",33.4486,-97.7767,Uniform baseline,2006.6272458371168
"Sunset, TX",33.4486,-97.7767,WorldPop baseline,8095.2900309773795
"Sunset, TX",33.4486,-97.7767,Uniform + geopolitical constraint,2006.6272458371168
"Sunset, TX",33.4486,-97.7767,WorldPop + geopolitical constraint,745.4443502196469
"Surrency, GA",31.6829,-82.2697,Uniform baseline,1062.2104849331129
"Surrency, GA",31.6829,-82.2697,WorldPop baseline,7043.194177942079
"Surrency, GA",31.6829,-82.2697,Uniform + geopolitical constraint,2519.5656788380297
"Surrency, GA",31.6829,-82.2697,WorldPop + geopolitical constraint,1474.9602172354596
"Surubim, Brazil",-7.8311,-35.7531,Uniform baseline,4041.32230382019
"Surubim, Brazil",-7.8311,-35.7531,WorldPop baseline,3778.520667538598
"Surubim, Brazil",-7.8311,-35.7531,Uniform + geopolitical constraint,2766.5255001048736
"Surubim, Brazil",-7.8311,-35.7531,WorldPop + geopolitical constraint,656.6379760796744
"Sussex, NJ",41.2018,-74.5263,Uniform baseline,618.5942520025718
"Sussex, NJ",41.2018,-74.5263,WorldPop baseline,5986.226487800702
"Sussex, NJ",41.2018,-74.5263,Uniform + geopolitical constraint,1692.6781855253555
"Sussex, NJ",41.2018,-74.5263,WorldPop + geopolitical constraint,333.6921294361464
"Suva, Fiji",-18.1416,178.4419,Uniform baseline,3218.3447626331154
"Suva, Fiji",-18.1416,178.4419,WorldPop baseline,7741.415076734576
"Suva, Fiji",-18.1416,178.4419,Uniform + geopolitical constraint,3218.3447626331154
"Suva, Fiji",-18.1416,178.4419,WorldPop + geopolitical constraint,7066.637488677279
"Tapachula, Mexico",14.9032,-92.2577,Uniform baseline,3090.753248168984
"Tapachula, Mexico",14.9032,-92.2577,WorldPop baseline,8887.2316460578
"Tapachula, Mexico",14.9032,-92.2577,Uniform + geopolitical constraint,4102.487702294744
"Tapachula, Mexico",14.9032,-92.2577,WorldPop + geopolitical constraint,691.8369136179783
"Te Hana, NZ",-36.2667,174.55,Uniform baseline,2092.1764132380267
"Te Hana, NZ",-36.2667,174.55,WorldPop baseline,9004.664888001576
"Te Hana, NZ",-36.2667,174.55,Uniform + geopolitical constraint,2092.1764132380267
"Te Hana, NZ",-36.2667,174.55,WorldPop + geopolitical constraint,7868.926142637258
"Tea Gardens, Australia",-32.6667,152.15,Uniform baseline,1045.5037061152177
"Tea Gardens, Australia",-32.6667,152.15,WorldPop baseline,7624.389672182522
"Tea Gardens, Australia",-32.6667,152.15,Uniform + geopolitical constraint,1045.5037061152177
"Tea Gardens, Australia",-32.6667,152.15,WorldPop + geopolitical constraint,6184.3392379934285
"Thomaston, GA",32.9471,-84.2618,Uniform baseline,1173.1870893055632
"Thomaston, GA",32.9471,-84.2618,WorldPop baseline,7143.816176127569
"Thomaston, GA",32.9471,-84.2618,Uniform + geopolitical constraint,2320.2442557983195
"Thomaston, GA",32.9471,-84.2618,WorldPop + geopolitical constraint,1308.2851276323636
"Tionesta, CA",41.1811,-122.8747,Uniform baseline,1145.3931635815047
"Tionesta, CA",41.1811,-122.8747,WorldPop baseline,8808.346623516725
"Tionesta, CA",41.1811,-122.8747,Uniform + geopolitical constraint,1145.3931635815047
"Tionesta, CA",41.1811,-122.8747,WorldPop + geopolitical constraint,1145.3931635815047
"Toa Baja, PR",18.4441,-66.2545,Uniform baseline,1800.392779135531
"Toa Baja, PR",18.4441,-66.2545,WorldPop baseline,6266.796922294863
"Toa Baja, PR",18.4441,-66.2545,Uniform + geopolitical constraint,1800.392779135531
"Toa Baja, PR",18.4441,-66.2545,WorldPop + geopolitical constraint,2983.8129965906237
"Toonpan, Australia",-19.2833,146.75,Uniform baseline,540.1385265969378
"Toonpan, Australia",-19.2833,146.75,WorldPop baseline,6042.213747007199
"Toonpan, Australia",-19.2833,146.75,Uniform + geopolitical constraint,540.1385265969378
"Toonpan, Australia",-19.2833,146.75,WorldPop + geopolitical constraint,4645.649480890102
"Torrumbarry, Australia",-36.0333,144.5833,Uniform baseline,1086.935421832648
"Torrumbarry, Australia",-36.0333,144.5833,WorldPop baseline,7759.74706002516
"Torrumbarry, Australia",-36.0333,144.5833,Uniform + geopolitical constraint,615.9362071866705
"Torrumbarry, Australia",-36.0333,144.5833,WorldPop + geopolitical constraint,6177.710926950157
"Tracy City, TN",35.2595,-85.7369,Uniform baseline,1243.2231085018464
"Tracy City, TN",35.2595,-85.7369,WorldPop baseline,7145.601079460279
"Tracy City, TN",35.2595,-85.7369,Uniform + geopolitical constraint,2031.8174456602096
"Tracy City, TN",35.2595,-85.7369,WorldPop + geopolitical constraint,1045.2758905490264
"Tromsø, Norway",69.6496,18.956,Uniform baseline,2728.0281892495677
"Tromsø, Norway",69.6496,18.956,WorldPop baseline,1733.3708306612862
"Tromsø, Norway",69.6496,18.956,Uniform + geopolitical constraint,3338.384187664713
"Tromsø, Norway",69.6496,18.956,WorldPop + geopolitical constraint,2539.9828340301283
"Tucson, AZ",32.1701,-110.9577,Uniform baseline,1762.392077835179
"Tucson, AZ",32.1701,-110.9577,WorldPop baseline,9005.17813662615
"Tucson, AZ",32.1701,-110.9577,Uniform + geopolitical constraint,1762.392077835179
"Tucson, AZ",32.1701,-110.9577,WorldPop + geopolitical constraint,1598.0635737322807
"Tukwila, WA",47.5089,-122.2994,Uniform baseline,645.424933234558
"Tukwila, WA",47.5089,-122.2994,WorldPop baseline,8196.7921837049
"Tukwila, WA",47.5089,-122.2994,Uniform + geopolitical constraint,645.424933234558
"Tukwila, WA",47.5089,-122.2994,WorldPop + geopolitical constraint,771.3119956164026
"Tulelake, CA",41.644,-121.3293,Uniform baseline,1018.8809131878844
"Tulelake, CA",41.644,-121.3293,WorldPop baseline,8694.355029906788
"Tulelake, CA",41.644,-121.3293,Uniform + geopolitical constraint,1018.8809131878844
"Tulelake, CA",41.644,-121.3293,WorldPop + geopolitical constraint,1018.8809131878844
"Uruguaiana, Brazil",-29.7547,-57.0883,Uniform baseline,6444.758898227765
"Uruguaiana, Brazil",-29.7547,-57.0883,WorldPop baseline,7012.759001959948
"Uruguaiana, Brazil",-29.7547,-57.0883,Uniform + geopolitical constraint,4103.806327051865
"Uruguaiana, Brazil",-29.7547,-57.0883,WorldPop + geopolitical constraint,814.7060658483854
"Vernon, UT",40.09,-112.43,Uniform baseline,880.2190170077878
"Vernon, UT",40.09,-112.43,WorldPop baseline,8392.941488762257
"Vernon, UT",40.09,-112.43,Uniform + geopolitical constraint,880.2190170077878
"Vernon, UT",40.09,-112.43,WorldPop + geopolitical constraint,880.2190170077878
"Villahermosa, Mexico",17.9893,-92.9472,Uniform baseline,2871.373310747464
"Villahermosa, Mexico",17.9893,-92.9472,WorldPop baseline,8752.839516649736
"Villahermosa, Mexico",17.9893,-92.9472,Uniform + geopolitical constraint,3757.434404688945
"Villahermosa, Mexico",17.9893,-92.9472,WorldPop + geopolitical constraint,391.1445523966155
"Villarejo de Salvanes, Spain",40.1667,-3.2667,Uniform baseline,836.6612619048411
"Villarejo de Salvanes, Spain",40.1667,-3.2667,WorldPop baseline,467.7345440064654
"Villarejo de Salvanes, Spain",40.1667,-3.2667,Uniform + geopolitical constraint,836.6612619048411
"Villarejo de Salvanes, Spain",40.1667,-3.2667,WorldPop + geopolitical constraint,467.7345440064654
Villenave d’Ornon,44.7738,-0.5595,Uniform baseline,912.4014851513087
Villenave d’Ornon,44.7738,-0.5595,WorldPop baseline,500.8202021553022
Villenave d’Ornon,44.7738,-0.5595,Uniform + geopolitical constraint,912.4014851513087
Villenave d’Ornon,44.7738,-0.5595,WorldPop + geopolitical constraint,500.8202021553022
"Virginia Beach, VA",36.7838,-76.0093,Uniform baseline,369.26946592965794
"Virginia Beach, VA",36.7838,-76.0093,WorldPop baseline,6281.3495930106965
"Virginia Beach, VA",36.7838,-76.0093,Uniform + geopolitical constraint,2157.664965317887
"Virginia Beach, VA",36.7838,-76.0093,WorldPop + geopolitical constraint,802.4052145753661
"Wagin, Australia",-33.3167,117.35,Uniform baseline,1274.7878389129498
"Wagin, Australia",-33.3167,117.35,WorldPop baseline,6889.079385397415
"Wagin, Australia",-33.3167,117.35,Uniform + geopolitical constraint,1274.7878389129498
"Wagin, Australia",-33.3167,117.35,WorldPop + geopolitical constraint,4699.316786836204
"Wailuku, HI",20.9005,-156.5046,Uniform baseline,2239.7847278922845
"Wailuku, HI",20.9005,-156.5046,WorldPop baseline,7472.605710892733
"Wailuku, HI",20.9005,-156.5046,Uniform + geopolitical constraint,2239.7847278922845
"Wailuku, HI",20.9005,-156.5046,WorldPop + geopolitical constraint,4969.197556357691
"Warra, Australia",-26.9833,150.9333,Uniform baseline,443.49416110229816
"Warra, Australia",-26.9833,150.9333,WorldPop baseline,6994.092805785134
"Warra, Australia",-26.9833,150.9333,Uniform + geopolitical constraint,443.49416110229816
"Warra, Australia",-26.9833,150.9333,WorldPop + geopolitical constraint,5594.171964340462
"Warren, MO",38.7728,-91.1643,Uniform baseline,1517.6368342124192
"Warren, MO",38.7728,-91.1643,WorldPop baseline,7257.115007737662
"Warren, MO",38.7728,-91.1643,Uniform + geopolitical constraint,1517.6368342124192
"Warren, MO",38.7728,-91.1643,WorldPop + geopolitical constraint,437.3438738208107
"Watkins, CO",39.7582,-104.617,Uniform baseline,1089.7349039549244
"Watkins, CO",39.7582,-104.617,WorldPop baseline,7992.330451192577
"Watkins, CO",39.7582,-104.617,Uniform + geopolitical constraint,1089.7349039549244
"Watkins, CO",39.7582,-104.617,WorldPop + geopolitical constraint,735.5009213541045
"Weehawken, NJ",40.7616,-74.0253,Uniform baseline,558.0737911673366
"Weehawken, NJ",40.7616,-74.0253,WorldPop baseline,5962.570557138692
"Weehawken, NJ",40.7616,-74.0253,Uniform + geopolitical constraint,1749.334001249808
"Weehawken, NJ",40.7616,-74.0253,WorldPop + geopolitical constraint,394.90462254871426
"Wellington, UT",39.5401,-110.6928,Uniform baseline,946.49590159776
"Wellington, UT",39.5401,-110.6928,WorldPop baseline,8348.115195413124
"Wellington, UT",39.5401,-110.6928,Uniform + geopolitical constraint,946.49590159776
"Wellington, UT",39.5401,-110.6928,WorldPop + geopolitical constraint,946.49590159776
"West Jordan, UT",40.6198,-111.9863,Uniform baseline,820.64151774836
"West Jordan, UT",40.6198,-111.9863,WorldPop baseline,8323.419067224588
"West Jordan, UT",40.6198,-111.9863,Uniform + geopolitical constraint,820.64151774836
"West Jordan, UT",40.6198,-111.9863,WorldPop + geopolitical constraint,820.64151774836
"Westbury, NY",40.7559,-73.5579,Uniform baseline,545.9617201876988
"Westbury, NY",40.7559,-73.5579,WorldPop baseline,5925.575760480902
"Westbury, NY",40.7559,-73.5579,Uniform + geopolitical constraint,1758.709342046276
"Westbury, NY",40.7559,-73.5579,WorldPop + geopolitical constraint,412.7023473913292
"Westminster, CO",39.8845,-105.0802,Uniform baseline,1057.901882054958
"Westminster, CO",39.8845,-105.0802,WorldPop baseline,8008.20200493007
"Westminster, CO",39.8845,-105.0802,Uniform + geopolitical constraint,1057.901882054958
"Westminster, CO",39.8845,-105.0802,WorldPop + geopolitical constraint,773.8793259109914
"Willemstad, Curaçao",12.1696,-68.99,Uniform baseline,2493.143249321718
"Willemstad, Curaçao",12.1696,-68.99,WorldPop baseline,6616.132157587568
"Willemstad, Curaçao",12.1696,-68.99,Uniform + geopolitical constraint,2493.143249321718
"Willemstad, Curaçao",12.1696,-68.99,WorldPop + geopolitical constraint,3009.5856419470083
"Wise, VA",36.977333,-82.528,Uniform baseline,946.938238702982
"Wise, VA",36.977333,-82.528,WorldPop baseline,6802.649990622179
"Wise, VA",36.977333,-82.528,Uniform + geopolitical constraint,1975.9207167979807
"Wise, VA",36.977333,-82.528,WorldPop + geopolitical constraint,955.6109358159672
"Wola Krobowska, Poland",50.35,20.55,Uniform baseline,2453.4973589304486
"Wola Krobowska, Poland",50.35,20.55,WorldPop baseline,707.3049235983411
"Wola Krobowska, Poland",50.35,20.55,Uniform + geopolitical constraint,2536.859561357359
"Wola Krobowska, Poland",50.35,20.55,WorldPop + geopolitical constraint,707.3049235983411
"Yamaguchi, Japan",34.1861,131.4706,Uniform baseline,5005.17874693925
"Yamaguchi, Japan",34.1861,131.4706,WorldPop baseline,404.4525442310553
"Yamaguchi, Japan",34.1861,131.4706,Uniform + geopolitical constraint,5635.069342985512
"Yamaguchi, Japan",34.1861,131.4706,WorldPop + geopolitical constraint,760.8661469767618
