starlink_gateway,latitude_deg,longitude_deg,portfolio,nearest_argus_km
"Tionesta, CA",41.1811,-122.8747,Argus uniform baseline,1145.3931635815047
"Tionesta, CA",41.1811,-122.8747,Argus WorldPop baseline,8808.346623516725
"Tionesta, CA",41.1811,-122.8747,Argus uniform geopolitical,1145.3931635815047
"Tionesta, CA",41.1811,-122.8747,Argus WorldPop geopolitical,1145.3931635815047
"Toa Baja, PR",18.4441,-66.2545,Argus uniform baseline,1800.3927791355313
"Toa Baja, PR",18.4441,-66.2545,Argus WorldPop baseline,6266.796922294863
"Toa Baja, PR",18.4441,-66.2545,Argus uniform geopolitical,1800.3927791355313
"Toa Baja, PR",18.4441,-66.2545,Argus WorldPop geopolitical,2983.8129965906237
"Toonpan, Australia",-19.2833,146.75,Argus uniform baseline,540.1385265969378
"Toonpan, Australia",-19.2833,146.75,Argus WorldPop baseline,6042.213747007199
"Toonpan, Australia",-19.2833,146.75,Argus uniform geopolitical,540.1385265969378
"Toonpan, Australia",-19.2833,146.75,Argus WorldPop geopolitical,4645.649480890102
"Torrumbarry, Australia",-36.0333,144.5833,Argus uniform baseline,1086.935421832648
"Torrumbarry, Australia",-36.0333,144.5833,Argus WorldPop baseline,7759.74706002516
"Torrumbarry, Australia",-36.0333,144.5833,Argus uniform geopolitical,615.9362071866705
"Torrumbarry, Australia",-36.0333,144.5833,Argus WorldPop geopolitical,6177.710926950157
"Tracy City, TN",35.2595,-85.7369,Argus uniform baseline,1243.2231085018464
"Tracy City, TN",35.2595,-85.7369,Argus WorldPop baseline,7145.601079460279
"Tracy City, TN",35.2595,-85.7369,Argus uniform geopolitical,2031.8174456602094
"Tracy City, TN",35.2595,-85.7369,Argus WorldPop geopolitical,1045.2758905490264
"Tromsø, Norway",69.6496,18.956,Argus uniform baseline,2728.0281892495677
"Tromsø, Norway",69.6496,18.956,Argus WorldPop baseline,1733.3708306612862
"Tromsø, Norway",69.6496,18.956,Argus uniform geopolitical,3338.384187664713
"Tromsø, Norway",69.6496,18.956,Argus WorldPop geopolitical,2539.9828340301283
"Tucson, AZ",32.1701,-110.9577,Argus uniform baseline,1762.392077835179
"Tucson, AZ",32.1701,-110.9577,Argus WorldPop baseline,9005.17813662615
"Tucson, AZ",32.1701,-110.9577,Argus uniform geopolitical,1762.392077835179
"Tucson, AZ",32.1701,-110.9577,Argus WorldPop geopolitical,1598.0635737322807
"Tukwila, WA",47.5089,-122.2994,Argus uniform baseline,645.424933234558
"Tukwila, WA",47.5089,-122.2994,Argus WorldPop baseline,8196.7921837049
"Tukwila, WA",47.5089,-122.2994,Argus uniform geopolitical,645.424933234558
"Tukwila, WA",47.5089,-122.2994,Argus WorldPop geopolitical,771.3119956164026
"Tulelake, CA",41.644,-121.3293,Argus uniform baseline,1018.8809131878844
"Tulelake, CA",41.644,-121.3293,Argus WorldPop baseline,8694.355029906788
"Tulelake, CA",41.644,-121.3293,Argus uniform geopolitical,1018.8809131878844
"Tulelake, CA",41.644,-121.3293,Argus WorldPop geopolitical,1018.8809131878844
"Uruguaiana, Brazil",-29.7547,-57.0883,Argus uniform baseline,6444.758898227765
"Uruguaiana, Brazil",-29.7547,-57.0883,Argus WorldPop baseline,7012.759001959948
"Uruguaiana, Brazil",-29.7547,-57.0883,Argus uniform geopolitical,4103.806327051865
"Uruguaiana, Brazil",-29.7547,-57.0883,Argus WorldPop geopolitical,814.7060658483854
"Vernon, UT",40.09,-112.43,Argus uniform baseline,880.2190170077878
"Vernon, UT",40.09,-112.43,Argus WorldPop baseline,8392.941488762257
"Vernon, UT",40.09,-112.43,Argus uniform geopolitical,880.2190170077878
"Vernon, UT",40.09,-112.43,Argus WorldPop geopolitical,880.2190170077878
"Villahermosa, Mexico",17.9893,-92.9472,Argus uniform baseline,2871.373310747464
"Villahermosa, Mexico",17.9893,-92.9472,Argus WorldPop baseline,8752.839516649736
"Villahermosa, Mexico",17.9893,-92.9472,Argus uniform geopolitical,3757.434404688945
"Villahermosa, Mexico",17.9893,-92.9472,Argus WorldPop geopolitical,391.1445523966155
"Villarejo de Salvanes, Spain",40.1667,-3.2667,Argus uniform baseline,836.6612619048411
"Villarejo de Salvanes, Spain",40.1667,-3.2667,Argus WorldPop baseline,467.7345440064654
"Villarejo de Salvanes, Spain",40.1667,-3.2667,Argus uniform geopolitical,836.6612619048411
"Villarejo de Salvanes, Spain",40.1667,-3.2667,Argus WorldPop geopolitical,467.7345440064654
Villenave d’Ornon,44.7738,-0.5595,Argus uniform baseline,912.4014851513089
Villenave d’Ornon,44.7738,-0.5595,Argus WorldPop baseline,500.8202021553022
Villenave d’Ornon,44.7738,-0.5595,Argus uniform geopolitical,912.4014851513089
Villenave d’Ornon,44.7738,-0.5595,Argus WorldPop geopolitical,500.8202021553022
"Virginia Beach, VA",36.7838,-76.0093,Argus uniform baseline,369.26946592965794
"Virginia Beach, VA",36.7838,-76.0093,Argus WorldPop baseline,6281.3495930106965
"Virginia Beach, VA",36.7838,-76.0093,Argus uniform geopolitical,2157.664965317887
"Virginia Beach, VA",36.7838,-76.0093,Argus WorldPop geopolitical,802.4052145753661
"Wagin, Australia",-33.3167,117.35,Argus uniform baseline,1274.7878389129498
"Wagin, Australia",-33.3167,117.35,Argus WorldPop baseline,6889.079385397415
"Wagin, Australia",-33.3167,117.35,Argus uniform geopolitical,1274.7878389129498
"Wagin, Australia",-33.3167,117.35,Argus WorldPop geopolitical,4699.316786836204
"Wailuku, HI",20.9005,-156.5046,Argus uniform baseline,2239.7847278922845
"Wailuku, HI",20.9005,-156.5046,Argus WorldPop baseline,7472.605710892733
"Wailuku, HI",20.9005,-156.5046,Argus uniform geopolitical,2239.7847278922845
"Wailuku, HI",20.9005,-156.5046,Argus WorldPop geopolitical,4969.197556357691
"Warra, Australia",-26.9833,150.9333,Argus uniform baseline,443.49416110229816
"Warra, Australia",-26.9833,150.9333,Argus WorldPop baseline,6994.092805785134
"Warra, Australia",-26.9833,150.9333,Argus uniform geopolitical,443.49416110229816
"Warra, Australia",-26.9833,150.9333,Argus WorldPop geopolitical,5594.171964340462
"Warren, MO",38.7728,-91.1643,Argus uniform baseline,1517.6368342124192
"Warren, MO",38.7728,-91.1643,Argus WorldPop baseline,7257.115007737662
"Warren, MO",38.7728,-91.1643,Argus uniform geopolitical,1517.6368342124192
"Warren, MO",38.7728,-91.1643,Argus WorldPop geopolitical,437.3438738208107
"Watkins, CO",39.7582,-104.617,Argus uniform baseline,1089.7349039549244
"Watkins, CO",39.7582,-104.617,Argus WorldPop baseline,7992.330451192577
"Watkins, CO",39.7582,-104.617,Argus uniform geopolitical,1089.7349039549244
"Watkins, CO",39.7582,-104.617,Argus WorldPop geopolitical,735.5009213541045
"Weehawken, NJ",40.7616,-74.0253,Argus uniform baseline,558.0737911673366
"Weehawken, NJ",40.7616,-74.0253,Argus WorldPop baseline,5962.570557138692
"Weehawken, NJ",40.7616,-74.0253,Argus uniform geopolitical,1749.334001249808
"Weehawken, NJ",40.7616,-74.0253,Argus WorldPop geopolitical,394.90462254871426
"Wellington, UT",39.5401,-110.6928,Argus uniform baseline,946.4959015977599
"Wellington, UT",39.5401,-110.6928,Argus WorldPop baseline,8348.115195413124
"Wellington, UT",39.5401,-110.6928,Argus uniform geopolitical,946.4959015977599
"Wellington, UT",39.5401,-110.6928,Argus WorldPop geopolitical,946.4959015977599
"West Jordan, UT",40.6198,-111.9863,Argus uniform baseline,820.64151774836
"West Jordan, UT",40.6198,-111.9863,Argus WorldPop baseline,8323.419067224588
"West Jordan, UT",40.6198,-111.9863,Argus uniform geopolitical,820.64151774836
"West Jordan, UT",40.6198,-111.9863,Argus WorldPop geopolitical,820.64151774836
"Westbury, NY",40.7559,-73.5579,Argus uniform baseline,545.9617201876988
"Westbury, NY",40.7559,-73.5579,Argus WorldPop baseline,5925.575760480902
"Westbury, NY",40.7559,-73.5579,Argus uniform geopolitical,1758.7093420462759
"Westbury, NY",40.7559,-73.5579,Argus WorldPop geopolitical,412.7023473913292
"Westminster, CO",39.8845,-105.0802,Argus uniform baseline,1057.901882054958
"Westminster, CO",39.8845,-105.0802,Argus WorldPop baseline,8008.20200493007
"Westminster, CO",39.8845,-105.0802,Argus uniform geopolitical,1057.901882054958
"Westminster, CO",39.8845,-105.0802,Argus WorldPop geopolitical,773.8793259109914
"Willemstad, Curaçao",12.1696,-68.99,Argus uniform baseline,2493.143249321718
"Willemstad, Curaçao",12.1696,-68.99,Argus WorldPop baseline,6616.132157587568
"Willemstad, Curaçao",12.1696,-68.99,Argus uniform geopolitical,2493.143249321718
"Willemstad, Curaçao",12.1696,-68.99,Argus WorldPop geopolitical,3009.5856419470083
"Wise, VA",36.977333,-82.528,Argus uniform baseline,946.938238702982
"Wise, VA",36.977333,-82.528,Argus WorldPop baseline,6802.649990622179
"Wise, VA",36.977333,-82.528,Argus uniform geopolitical,1975.9207167979807
"Wise, VA",36.977333,-82.528,Argus WorldPop geopolitical,955.6109358159672
"Wola Krobowska, Poland",50.35,20.55,Argus uniform baseline,2453.4973589304486
"Wola Krobowska, Poland",50.35,20.55,Argus WorldPop baseline,707.3049235983411
"Wola Krobowska, Poland",50.35,20.55,Argus uniform geopolitical,2536.859561357359
"Wola Krobowska, Poland",50.35,20.55,Argus WorldPop geopolitical,707.3049235983411
"Yamaguchi, Japan",34.1861,131.4706,Argus uniform baseline,5005.17874693925
"Yamaguchi, Japan",34.1861,131.4706,Argus WorldPop baseline,404.4525442310553
"Yamaguchi, Japan",34.1861,131.4706,Argus uniform geopolitical,5635.069342985512
"Yamaguchi, Japan",34.1861,131.4706,Argus WorldPop geopolitical,760.8661469767618
