coverage_target,status,achieved_coverage,objective_value,selected_site_count,assignment_count,covered_demand,total_demand,runtime_seconds,selected_sites
0.1,Optimal,0.1,8.214684726074246,8,96,96.0,960.0,0.5087609170004725,"3,17,24,28,48,105,121,152"
0.2,Optimal,0.2,19.439376262927382,19,192,192.0,960.0,0.5571817080490291,"3,16,17,24,28,34,43,48,85,89,101,105,120,121,125,132,137,152,186"
0.30000000000000004,Infeasible,0.0,,0,0,0.0,960.0,0.03928591590374708,
0.4,Infeasible,0.0,,0,0,0.0,960.0,0.039400334004312754,
0.5,Infeasible,0.0,,0,0,0.0,960.0,0.03743579098954797,
0.6,Infeasible,0.0,,0,0,0.0,960.0,0.03799704206176102,
